NN1:,0.705
NN1p:,0.5181
NN2:,0.4277
NN2p:,0.3818
Para:,0.9765

Number of evaluation data: ,10000
Total number of correct results:,9765
Number of results when both subnetworks are right:,939
Number of results when only network1 is wrong:,2855
Number of results when only network2 is wrong:,4233
Number of results when both subnetworks are wrong but the combined network is right:,1738

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
4,1,3
8,1,3
0,1,3
7,1,3
0,1,3
9,1,3
7,1,3
7,1,3
9,1,3
8,1,3
7,1,3
7,1,3
2,1,3
8,1,3
7,1,3
8,1,3
7,1,3
9,1,3
9,1,3
6,1,3
9,5,3
4,5,3
8,1,3
7,1,3
8,1,3
8,1,3
8,1,3
9,1,3
7,1,3
7,1,3
9,1,3
5,1,3
7,1,3
9,1,3
8,1,3
9,1,3
9,1,3
8,1,3
8,1,3
9,1,3
0,1,3
2,1,3
7,1,3
7,1,3
9,1,3
2,1,3
8,1,3
7,1,3
0,1,3
7,1,3
0,1,3
8,1,3
7,1,3
8,1,3
6,1,3
7,1,3
9,1,3
8,1,3
8,1,3
8,1,3
0,1,3
9,1,3
5,1,3
7,1,3
8,1,3
6,1,3
7,1,3
8,1,3
2,1,3
9,1,3
7,1,3
0,1,3
8,1,3
7,1,3
2,1,3
7,1,3
9,1,3
7,1,3
7,1,3
7,3,3
0,1,3
7,1,3
8,1,3
6,1,3
9,1,3
8,1,3
8,1,3
6,1,3
8,1,3
0,1,3
6,1,3
6,1,3
8,1,3
7,1,3
7,1,3
9,1,3
2,1,3
7,1,3
9,1,3
7,1,3
9,1,3
9,1,3
7,1,3
7,1,3
8,1,3
8,1,3
6,1,3
6,1,3
8,1,3
9,1,3
9,1,3
7,1,3
7,1,3
9,1,3
7,1,3
8,1,3
9,1,3
9,1,3
4,1,3
2,1,3
9,1,3
6,1,3
9,1,3
6,1,3
8,1,3
7,1,3
8,1,3
1,5,3
6,1,3
7,1,3
6,1,3
8,1,3
8,1,3
8,1,3
2,1,3
7,1,3
5,1,3
7,1,3
7,1,3
7,1,3
