Accuracy on the validation data,0.7501

Number of Type I results,40
Number of Type II results,683
Number of Type III results,610
Number of Type IV results,6168

Ratio of Type IV results to correct results,0.822290361285162

Details of Type IV results
Input index,rp,r1,r2
1,8,4,9
2,8,4,3
3,0,4,2
4,6,4,1
5,6,4,7
6,1,6,7
8,3,7,1
9,1,4,5
10,0,4,9
11,9,8,7
12,5,1,4
13,7,3,6
14,9,7,2
15,8,4,1
16,5,3,3
17,7,5,1
18,8,3,9
19,6,4,4
20,7,8,1
21,0,5,9
23,9,2,7
25,2,3,4
26,4,1,5
27,0,2,5
28,9,2,2
29,6,4,1
30,6,3,7
31,5,7,1
36,4,6,0
38,9,3,5
41,6,4,0
43,6,4,4
44,0,2,2
46,3,1,1
48,7,6,1
49,6,4,1
50,9,8,7
51,8,4,4
55,8,3,1
56,7,4,1
60,7,3,1
64,6,9,7
65,2,3,1
66,1,8,5
67,2,0,6
69,7,3,1
70,2,0,5
71,6,1,7
72,8,3,1
73,8,6,2
75,2,5,1
79,8,3,1
80,8,5,9
81,1,3,4
83,7,0,2
84,2,0,8
85,5,3,7
88,8,3,1
89,9,3,8
90,0,6,6
92,8,6,2
93,6,7,1
95,6,7,7
96,6,4,8
98,0,5,5
99,7,2,0
100,4,3,5
103,3,7,1
104,1,2,2
105,1,6,9
107,6,3,4
108,8,5,3
109,7,2,8
110,4,6,8
111,0,6,2
112,6,5,1
113,2,0,3
116,0,5,5
117,4,5,3
122,1,7,2
123,2,6,1
124,8,2,9
126,8,3,5
130,4,5,5
131,1,8,3
132,8,7,9
133,9,2,2
135,2,0,5
136,9,7,0
138,2,3,1
141,5,0,3
142,6,7,1
144,8,1,2
146,6,3,7
150,8,4,4
152,6,7,1
153,0,2,1
154,0,7,6
155,5,1,3
156,2,0,4
157,9,3,2
158,5,1,1
159,4,5,1
160,2,7,1
161,1,6,2
163,6,3,4
166,8,0,1
169,0,2,1
170,9,2,7
172,9,7,1
173,8,4,4
174,9,8,7
175,9,7,1
176,3,4,4
177,7,2,1
178,5,2,8
179,0,2,6
180,0,3,1
182,2,4,6
185,8,3,1
186,6,9,1
192,0,2,2
193,1,8,8
195,2,7,1
196,8,7,1
197,8,3,1
198,7,8,8
202,8,4,9
203,7,5,8
204,1,7,4
205,3,6,2
206,0,4,9
207,5,4,1
208,7,5,1
209,9,8,2
214,8,9,0
215,0,2,1
217,9,3,3
218,8,0,1
219,2,4,1
220,7,8,1
224,3,1,1
231,1,8,2
233,8,7,1
234,8,4,9
236,4,3,1
239,5,2,8
240,1,7,9
242,8,7,9
243,9,3,5
244,0,4,5
246,1,2,7
248,2,4,1
252,9,8,4
255,0,8,1
256,3,7,1
257,0,6,2
260,8,4,4
267,4,3,1
268,7,2,8
270,2,3,8
271,3,7,1
272,6,4,7
273,3,5,7
274,8,2,1
276,0,8,9
277,3,1,1
278,4,6,1
280,9,2,7
281,0,8,5
282,6,4,1
283,1,2,9
284,0,3,9
285,9,7,8
286,1,4,3
288,7,2,8
290,1,5,9
291,2,0,1
292,6,4,1
294,3,1,8
296,6,4,4
297,0,3,1
298,0,5,8
299,6,3,7
300,6,3,4
301,6,4,4
302,3,9,1
303,2,7,4
304,6,4,1
305,1,6,9
307,2,9,1
310,8,6,9
311,6,1,4
312,8,6,1
313,0,3,1
314,4,7,5
315,0,5,5
316,7,2,1
317,7,9,1
318,5,1,1
322,2,6,7
326,7,3,1
329,6,3,1
330,1,6,4
331,9,8,8
333,6,3,7
334,6,4,7
335,9,6,7
336,3,4,1
337,8,4,1
340,2,4,1
341,6,7,4
342,2,5,1
343,5,1,1
344,8,3,1
347,6,4,8
348,8,4,9
349,9,2,7
350,9,2,7
353,2,0,5
354,2,4,4
357,2,0,4
359,0,4,6
360,9,7,2
361,5,2,8
362,8,0,9
363,1,5,8
364,9,8,7
366,1,2,9
370,4,3,1
371,7,2,1
372,9,3,3
374,2,7,6
377,7,0,1
379,6,4,4
380,6,4,4
382,0,5,9
385,8,0,1
386,7,8,1
387,2,5,5
389,5,9,8
390,1,4,4
391,2,4,4
394,9,2,7
395,6,3,7
396,2,7,4
397,3,1,7
398,0,4,2
400,9,2,5
402,7,6,1
403,8,0,1
404,8,9,9
405,4,3,1
407,1,4,7
408,8,4,9
411,9,2,4
413,6,4,4
414,1,2,7
420,4,7,0
424,2,6,5
425,9,8,0
429,6,0,7
431,5,1,3
432,3,4,1
433,7,8,2
434,3,2,4
435,7,8,8
437,5,4,1
438,3,1,8
440,1,8,9
441,4,8,1
443,9,8,2
445,7,1,1
448,2,0,1
449,2,5,1
451,9,2,8
453,3,0,5
454,9,2,7
458,4,5,0
460,5,3,8
461,6,1,7
464,3,1,8
465,4,8,5
466,4,5,5
467,3,1,4
469,8,1,4
471,7,8,4
472,8,1,9
474,5,0,4
475,7,5,1
476,6,3,1
478,5,9,6
479,4,2,8
480,8,6,9
481,6,4,4
482,8,4,9
484,5,1,1
485,9,3,2
487,9,3,4
488,5,4,1
489,0,1,9
490,1,4,9
491,0,4,2
492,8,4,1
493,1,8,6
494,1,6,2
496,0,5,5
497,2,5,6
498,2,5,5
499,0,5,8
501,6,3,7
502,5,7,1
503,4,5,1
504,9,8,7
506,7,2,8
507,9,8,7
508,9,7,8
509,4,7,6
510,5,1,1
511,6,4,7
512,6,4,4
513,1,2,5
514,5,4,8
516,8,4,6
517,9,3,8
518,5,7,8
521,7,3,2
522,0,3,1
524,0,2,2
525,5,7,4
528,4,7,9
533,5,0,3
534,6,3,7
535,6,3,3
536,6,7,4
539,0,2,2
540,1,8,9
542,6,7,5
544,5,0,3
545,9,6,1
546,1,6,9
547,6,4,1
548,2,7,4
550,5,4,4
552,8,7,9
554,9,3,2
555,4,3,1
556,6,4,4
557,4,3,7
559,2,0,1
560,0,5,1
561,7,3,1
562,6,7,8
564,2,5,1
566,9,2,7
568,9,7,1
570,6,9,4
571,7,5,8
572,1,7,2
573,3,6,4
574,6,7,1
575,6,3,7
576,8,3,1
578,7,2,5
579,5,7,4
582,8,4,1
584,0,5,1
585,9,0,7
586,3,0,1
588,8,4,6
589,9,3,7
590,6,7,3
592,2,0,5
593,6,4,5
594,1,8,5
596,7,2,1
597,3,7,1
599,3,7,1
600,8,9,9
601,5,7,8
602,0,5,1
603,2,5,1
604,1,4,9
605,6,1,4
609,9,3,7
610,6,3,4
611,9,3,7
612,8,2,6
613,8,7,1
614,5,9,1
615,8,3,1
616,6,7,1
617,6,1,7
618,2,8,1
620,7,3,8
622,1,7,7
624,7,2,3
627,4,3,5
628,4,6,5
630,2,3,5
633,8,4,1
634,7,3,8
635,6,4,3
636,8,2,9
638,0,2,2
639,5,9,1
643,7,3,8
644,9,3,2
645,1,5,9
646,3,4,1
648,4,6,5
650,3,1,4
653,6,7,7
654,9,7,7
655,2,7,1
656,1,8,0
658,4,9,5
659,1,6,4
660,9,7,4
661,4,5,5
663,6,3,1
664,3,9,1
666,9,2,8
668,1,8,0
670,6,4,4
675,0,4,1
680,9,2,7
681,6,3,7
684,9,1,7
686,9,3,7
687,6,0,0
690,3,7,8
691,2,0,1
692,2,5,8
694,8,4,9
695,3,7,7
696,8,4,1
697,2,5,9
698,7,6,1
701,2,0,6
703,8,9,1
704,7,3,1
707,9,7,4
708,8,0,9
709,8,0,1
710,6,4,1
712,8,9,1
715,3,7,0
716,3,0,1
719,9,8,2
721,8,0,4
722,8,3,1
724,8,9,6
726,1,8,0
728,6,4,1
729,5,3,3
730,4,9,1
733,9,3,4
734,9,7,7
738,1,4,6
741,7,2,8
742,0,4,7
743,7,3,1
744,9,3,1
745,7,2,8
746,6,4,5
747,6,7,1
748,2,0,1
752,9,8,1
753,1,6,7
754,2,0,1
756,6,4,7
757,8,3,9
758,2,0,1
759,1,8,9
760,3,2,1
761,6,9,5
762,6,3,5
763,0,4,8
764,1,6,2
765,2,5,6
768,5,9,8
770,6,7,7
772,6,4,1
773,4,3,1
776,2,1,5
777,6,4,4
780,9,2,5
781,1,9,0
782,7,3,1
783,6,4,3
786,3,7,0
788,6,1,8
789,8,5,6
791,0,5,1
792,3,2,5
797,4,3,5
798,7,1,2
801,1,8,2
803,7,6,6
806,8,2,9
807,4,6,1
808,7,3,2
810,5,1,1
813,2,5,6
815,8,2,9
816,9,7,7
818,8,3,1
820,6,7,5
821,2,5,1
822,0,3,1
826,7,2,8
827,6,7,4
830,1,2,2
831,3,4,7
832,2,0,8
834,5,9,1
835,4,7,3
838,9,2,7
839,2,0,5
840,7,2,8
842,7,3,8
843,2,0,1
845,3,5,6
846,2,4,0
847,0,2,9
848,2,0,1
849,4,3,1
852,8,4,9
854,0,2,1
856,7,3,8
857,0,2,6
858,7,6,1
859,8,4,9
861,6,4,4
864,0,4,5
865,1,4,0
867,7,5,5
869,1,7,4
870,3,1,2
871,1,4,9
872,4,5,1
873,2,0,1
875,8,7,9
880,8,1,1
881,4,3,1
883,0,4,9
884,9,7,7
885,0,4,1
887,1,7,4
890,4,5,3
891,6,4,4
892,7,2,8
894,1,2,7
895,1,2,0
896,3,1,1
897,7,8,1
898,3,1,8
901,6,1,7
902,6,4,4
903,5,1,1
904,8,3,1
906,1,2,7
907,6,7,4
908,8,3,1
909,8,4,4
910,5,4,8
913,4,1,5
914,0,5,8
915,1,6,7
917,8,3,1
918,8,2,2
919,0,4,6
920,6,0,1
921,9,6,8
926,8,4,4
927,6,7,1
928,0,5,5
930,4,0,1
931,2,0,1
932,3,7,7
934,7,2,8
936,2,0,1
937,5,1,3
939,8,0,6
940,9,2,7
944,0,5,9
946,0,5,5
947,1,8,7
950,3,0,1
951,9,3,7
952,6,7,1
955,7,3,8
958,7,2,3
960,9,2,7
963,6,7,4
964,6,3,4
965,6,7,7
966,6,4,7
968,1,8,9
970,9,8,2
972,2,4,1
973,1,2,0
975,0,5,9
976,6,4,4
977,8,4,5
978,1,6,7
979,9,8,8
980,2,3,4
983,4,9,5
984,7,2,8
985,8,4,9
986,3,1,1
987,1,6,2
988,2,7,5
990,1,8,7
991,5,9,7
992,8,4,9
997,1,2,7
999,8,5,0
1000,5,3,0
1001,0,6,6
1002,8,7,1
1003,4,3,1
1004,8,4,9
1005,1,8,0
1006,1,7,0
1007,8,5,9
1009,6,3,1
1010,0,5,9
1011,8,3,9
1014,3,7,1
1016,1,8,7
1017,6,3,4
1020,1,4,2
