Accuracy on the validation data,0.7861

Number of Type I results,19
Number of Type II results,585
Number of Type III results,539
Number of Type IV results,6718

Ratio of Type IV results to correct results,0.854598651571047

Details of Type IV results
Input index,rp,r1,r2
1,8,6,5
2,8,6,5
3,0,9,1
5,6,8,8
6,1,9,2
7,6,7,3
9,1,6,9
10,0,5,1
11,9,6,1
12,5,0,8
13,7,4,8
14,9,4,6
16,5,3,3
17,7,3,9
18,8,5,5
19,6,8,7
20,7,4,4
22,4,7,3
25,2,9,6
26,4,0,6
27,0,9,8
29,6,9,8
30,6,5,9
31,5,3,4
32,4,6,8
33,5,0,1
34,9,5,8
36,4,9,8
38,9,4,6
40,4,0,1
41,6,8,9
42,5,2,1
45,9,6,2
47,9,7,5
48,7,4,8
51,8,3,5
55,8,6,9
56,7,4,2
60,7,4,1
62,6,8,8
64,6,8,9
65,2,9,8
66,1,6,8
67,2,0,5
68,3,8,2
69,7,8,5
71,6,5,7
72,8,3,1
73,8,0,1
74,0,2,5
75,2,6,1
79,8,0,3
80,8,6,1
81,1,9,8
82,1,6,2
83,7,9,2
84,2,0,1
86,2,1,1
88,8,5,1
89,9,6,8
92,8,5,5
93,6,9,9
94,4,0,6
95,6,8,4
96,6,9,9
97,0,5,1
98,0,7,6
99,7,3,8
101,5,8,7
102,6,9,4
103,3,7,8
104,1,6,8
105,1,6,8
107,6,8,8
108,8,5,1
109,7,3,2
110,4,6,2
111,0,1,1
112,6,8,1
113,2,7,6
117,4,0,2
120,8,5,1
122,1,4,2
123,2,4,1
124,8,5,1
129,2,7,1
130,4,9,8
131,1,6,2
132,8,2,1
134,1,4,2
135,2,4,1
136,9,6,1
137,7,4,8
140,6,9,8
141,5,3,2
142,6,8,2
143,3,8,9
144,8,0,1
146,6,5,8
148,5,3,7
149,2,6,6
150,8,3,5
151,9,6,1
152,6,9,0
153,0,6,9
154,0,7,3
155,5,3,7
156,2,4,3
157,9,5,2
158,5,6,6
159,4,0,1
160,2,7,1
161,1,6,5
163,6,9,8
165,4,1,5
166,8,0,5
170,9,4,8
172,9,5,3
173,8,0,4
