NN1:,0.6413
NN1p:,0.7949
NN2:,0.1879
NN2p:,0.3153
Para:,0.9718

Number of evaluation data: ,10000
Total number of correct results:,9718
Number of results when both subnetworks are right:,1685
Number of results when only network1 is wrong:,1433
Number of results when only network2 is wrong:,6244
Number of results when both subnetworks are wrong but the combined network is right:,356

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
9,8,7
9,8,7
9,8,7
9,8,7
9,8,5
9,8,7
9,7,7
9,3,7
9,8,7
9,8,5
9,0,7
9,8,7
9,8,7
9,8,7
9,8,7
9,7,7
9,8,5
9,7,5
9,8,7
9,8,7
9,2,7
9,7,7
9,8,7
9,8,7
9,7,7
9,8,7
9,7,7
9,0,7
4,8,5
1,2,5
9,7,7
9,7,7
9,7,7
9,8,7
9,7,7
9,8,7
9,8,7
9,8,7
9,3,7
9,8,7
4,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,5
9,8,7
9,8,7
9,8,7
3,8,5
9,8,7
9,8,7
9,8,7
3,8,5
4,7,5
9,8,7
9,8,7
9,8,7
9,8,7
9,7,7
9,8,7
9,8,7
9,8,5
9,8,7
9,8,7
9,3,7
9,8,7
9,8,7
9,8,5
9,8,7
9,7,7
9,8,7
9,8,7
9,8,7
2,7,7
9,7,7
9,8,7
9,8,7
9,8,7
4,0,5
3,8,5
9,8,7
4,5,5
9,8,7
4,1,7
9,8,7
4,8,7
9,8,7
9,3,7
3,8,5
9,8,7
3,7,5
9,3,7
9,8,7
9,7,7
9,3,7
9,8,7
9,3,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,5
4,7,5
9,8,7
9,3,7
4,8,5
4,1,5
9,7,7
9,7,7
9,3,7
2,8,7
9,8,7
9,8,7
9,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,0,7
9,8,7
9,8,7
3,0,5
3,0,5
4,8,5
9,8,7
9,8,7
3,0,5
2,7,0
9,8,5
3,7,7
4,8,5
5,8,7
9,8,7
9,0,7
9,8,7
3,8,5
3,8,5
9,8,7
9,8,7
9,8,7
9,7,5
9,8,7
9,8,7
9,8,7
3,8,5
9,8,7
9,8,7
9,1,5
9,8,7
9,8,7
2,8,7
9,8,7
9,8,7
9,8,7
2,0,7
9,8,5
9,8,7
9,8,5
9,8,7
2,7,5
3,8,5
9,8,7
4,9,5
9,8,7
9,8,7
9,8,7
9,8,7
3,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,3,7
9,3,7
9,8,7
9,8,7
9,8,5
9,3,7
9,8,7
4,8,5
9,8,7
9,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
3,8,5
9,8,7
3,8,5
4,8,5
3,0,7
9,8,5
4,8,5
3,2,5
4,8,5
9,8,7
3,8,5
3,8,5
9,8,7
3,8,5
2,9,7
3,2,5
9,7,7
9,8,7
1,7,5
9,8,7
9,8,5
4,8,5
3,5,5
4,7,5
3,8,5
9,8,7
4,8,5
9,3,7
9,8,7
9,8,7
9,0,7
3,8,5
9,8,7
3,8,5
3,8,5
3,8,5
9,8,7
9,8,7
9,8,7
9,3,7
9,8,7
9,8,7
1,2,5
9,8,7
9,8,7
3,8,5
9,8,7
9,8,7
9,8,7
9,8,5
3,8,5
9,8,5
9,8,7
9,8,7
9,8,7
4,9,7
3,8,5
9,0,7
9,8,7
9,1,7
4,7,5
9,7,7
9,8,7
4,1,7
9,8,5
9,8,7
9,8,7
9,8,7
9,8,7
4,7,7
9,8,7
9,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,0,7
9,8,7
9,8,7
4,1,5
9,7,7
4,3,5
9,3,7
9,8,5
9,8,7
3,5,5
9,8,7
3,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,7,7
9,8,7
4,8,5
9,8,7
9,7,7
9,8,7
4,8,7
9,8,5
9,8,7
3,8,5
3,8,5
3,8,5
9,8,7
4,8,5
9,8,7
9,8,7
9,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,3,7
9,8,7
9,8,7
9,8,7
3,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
3,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,3,7
4,8,5
4,9,7
9,8,5
9,8,5
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
9,8,7
5,0,9
9,8,7
3,8,5
3,8,5
9,3,7
9,8,7
5,6,7
