NN1:,0.5459
NN1p:,0.5492
NN2:,0.5463
NN2p:,0.5442
Para:,0.9731

Number of evaluation data: ,10000
Total number of correct results:,9731
Number of results when both subnetworks are right:,1835
Number of results when only network1 is wrong:,3590
Number of results when only network2 is wrong:,3633
Number of results when both subnetworks are wrong but the combined network is right:,673

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
3,4,0
8,4,0
6,4,0
6,4,0
1,4,0
1,4,0
9,4,0
8,4,0
3,4,0
1,4,0
5,4,0
9,4,0
6,4,0
5,4,0
3,4,0
9,4,0
5,4,0
8,4,0
6,4,0
8,4,0
9,4,0
6,4,0
2,4,0
9,4,0
1,4,0
6,4,0
8,4,0
8,4,0
3,4,0
8,4,0
6,4,0
9,4,0
6,4,0
9,4,0
6,4,0
9,4,0
3,4,0
5,4,0
6,4,0
1,4,0
6,4,0
1,4,0
3,4,0
7,4,0
5,4,0
5,4,0
5,4,0
5,4,0
9,4,0
5,4,0
1,4,0
5,4,0
9,4,0
2,4,0
2,4,0
1,4,0
3,4,0
1,4,0
7,4,0
5,4,0
5,4,0
5,4,0
9,4,0
8,4,0
5,4,0
7,4,0
9,4,0
7,4,0
1,4,0
7,4,0
3,4,0
9,4,0
1,4,0
3,4,0
7,4,0
7,4,0
8,4,0
1,4,0
8,4,0
3,4,0
8,4,0
5,4,0
3,4,0
9,4,0
7,4,0
7,4,0
5,4,0
5,4,0
9,4,0
5,4,0
7,4,0
5,4,0
2,4,0
7,4,0
3,4,0
6,4,0
5,4,0
8,4,0
8,4,0
1,4,0
9,4,0
1,4,0
6,4,0
1,4,0
6,4,0
5,4,0
6,4,0
2,4,0
1,4,0
5,4,0
8,4,0
6,4,0
3,4,0
6,4,0
5,4,0
5,4,0
9,4,0
1,4,0
5,4,0
5,4,0
1,4,0
3,4,0
6,4,0
5,4,0
5,4,0
5,4,0
7,4,0
9,4,0
3,4,0
6,4,0
1,4,0
3,4,0
8,4,0
9,4,0
3,4,0
6,4,0
3,4,0
1,4,0
9,4,0
3,4,0
5,4,0
2,4,0
7,4,0
6,4,0
3,4,0
3,4,0
1,4,0
3,4,0
9,4,0
1,4,0
1,4,0
6,4,0
3,4,0
2,4,0
7,4,0
8,4,0
9,4,0
9,4,0
6,4,0
7,4,0
1,4,0
3,4,0
2,4,0
5,4,0
5,4,0
2,4,0
9,4,0
6,4,0
6,4,0
6,4,0
5,4,0
8,4,0
5,4,0
2,4,0
1,4,0
2,4,0
3,4,0
7,4,0
6,4,0
7,4,0
6,4,0
6,4,0
6,4,0
6,4,0
2,4,0
2,4,0
1,4,0
3,4,0
5,4,0
1,4,0
1,4,0
1,4,0
5,4,0
7,4,0
6,4,0
7,4,0
3,4,0
9,4,0
8,4,0
9,4,0
7,4,0
3,4,0
3,4,0
3,4,0
6,4,0
5,4,0
3,4,0
3,4,0
9,4,0
9,4,0
6,4,0
9,4,0
2,4,0
9,4,0
5,4,0
6,4,0
8,4,0
5,4,0
1,4,0
7,4,0
8,4,0
1,4,0
1,4,0
8,4,0
2,4,0
6,4,0
1,4,0
3,4,0
7,4,0
2,4,0
5,4,0
5,4,0
6,4,0
1,4,0
5,4,0
2,4,0
3,4,0
9,4,0
1,4,0
3,4,0
5,4,0
3,4,0
8,4,0
6,4,0
8,4,0
3,4,0
3,4,0
8,4,0
8,4,0
1,4,0
9,4,0
6,4,0
6,4,0
5,4,0
5,4,0
5,4,0
1,4,0
5,4,0
6,4,0
7,4,0
6,4,0
5,4,0
5,4,0
7,4,0
7,4,0
7,4,0
5,4,0
7,4,0
9,4,0
