NN1:,0.3758
NN1p:,0.4223
NN2:,0.3631
NN2p:,0.6541
Para:,0.9782

Number of evaluation data: ,10000
Total number of correct results:,9782
Number of results when both subnetworks are right:,1922
Number of results when only network1 is wrong:,4578
Number of results when only network2 is wrong:,2270
Number of results when both subnetworks are wrong but the combined network is right:,1012

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
6,4,2
6,4,2
6,4,2
1,8,4
1,8,4
6,4,2
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
6,4,5
9,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
7,3,4
1,8,4
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,8
7,2,4
9,8,7
6,4,2
9,8,7
6,4,2
1,8,4
9,8,3
6,4,2
6,4,2
6,4,2
7,3,4
6,4,0
9,8,7
9,8,4
9,8,7
6,4,2
6,4,2
6,4,2
6,4,2
9,8,7
6,4,2
6,4,2
9,8,7
2,7,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
7,2,4
6,4,2
6,4,8
6,4,2
1,8,4
6,4,2
5,8,3
1,8,4
6,4,2
1,8,4
1,8,4
2,7,4
3,2,5
6,4,2
2,3,4
6,4,2
9,8,4
6,4,2
5,8,3
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
1,8,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
2,3,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
7,2,4
6,4,2
6,4,2
9,8,4
6,4,7
6,4,2
6,4,2
7,2,4
7,3,4
6,4,2
1,8,4
1,8,4
6,4,2
6,4,2
7,2,4
6,4,2
7,2,4
1,8,4
6,4,2
9,8,3
7,2,4
6,4,2
6,4,2
6,4,2
5,2,4
9,8,3
6,4,2
6,4,2
3,2,5
6,4,2
7,2,4
7,3,4
6,4,2
6,4,2
7,2,4
6,4,2
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
1,8,4
1,4,4
9,8,4
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
9,8,4
6,4,2
6,4,2
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
5,4,3
6,4,2
6,4,2
6,4,2
4,8,7
6,4,2
6,4,2
6,4,2
9,8,4
9,8,4
6,4,2
7,2,4
9,8,4
6,4,2
6,4,2
1,8,4
6,4,2
9,8,4
6,4,2
9,8,4
9,8,4
6,4,2
6,4,2
6,4,2
9,8,4
6,4,2
1,8,4
6,4,2
9,8,4
3,2,8
1,8,4
6,4,2
1,8,4
6,8,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
9,8,4
6,4,2
6,4,2
5,4,3
6,4,2
6,4,2
9,8,4
6,5,2
1,8,4
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
9,8,4
9,8,4
6,4,2
1,8,4
6,4,2
6,4,2
1,8,4
9,8,4
6,4,2
6,4,2
6,4,2
4,8,7
6,4,2
6,4,2
1,8,4
7,2,4
6,4,2
6,4,2
1,3,4
6,4,2
6,4,2
9,8,4
6,4,2
6,4,8
6,3,2
6,4,2
6,4,2
6,4,2
6,3,2
2,3,4
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
1,8,4
2,7,4
6,4,2
1,8,4
6,4,2
9,8,3
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
9,8,7
9,8,4
6,4,2
6,4,2
7,2,4
6,4,2
7,3,4
6,4,2
6,4,2
6,4,2
9,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
9,8,7
6,4,2
6,4,2
6,4,2
1,8,4
1,8,7
6,4,2
6,4,2
9,8,7
6,4,2
7,2,4
6,4,2
6,4,2
6,4,2
0,9,3
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
9,8,7
9,8,4
6,4,2
6,4,2
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
3,2,8
6,4,2
8,9,3
6,4,2
6,8,2
9,8,7
9,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
7,2,4
6,4,2
6,4,2
1,8,4
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
7,2,4
6,4,2
6,4,2
6,4,2
6,4,2
1,8,7
6,4,2
6,4,2
7,2,4
6,4,2
1,8,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
9,8,7
3,2,4
6,4,2
6,4,2
6,4,2
6,4,2
6,4,2
9,8,7
6,4,2
6,4,2
1,8,4
1,8,4
6,4,2
9,8,7
7,2,4
6,4,2
9,8,4
6,4,2
6,4,2
4,8,7
9,8,4
1,8,4
1,8,4
6,4,2
6,4,2
6,4,2
9,8,7
6,4,2
