Accuracy on the validation data,0.747

Number of Type I results,35
Number of Type II results,225
Number of Type III results,618
Number of Type IV results,6592

Ratio of Type IV results to correct results,0.882463186077644

Details of Type IV results
Input index,rp,r1,r2
0,3,8,9
1,8,1,0
3,0,7,9
4,6,0,7
6,1,9,9
7,6,9,9
8,3,4,2
9,1,8,7
10,0,9,7
11,9,8,8
12,5,3,0
13,7,1,2
14,9,6,8
16,5,2,1
17,7,8,4
18,8,0,0
19,6,8,7
20,7,0,1
22,4,1,0
23,9,7,4
28,9,8,4
29,6,4,7
30,6,1,7
31,5,0,8
32,4,2,0
33,5,9,2
34,9,5,8
36,4,0,5
37,1,5,3
38,9,8,8
39,5,4,1
41,6,9,7
43,6,2,7
44,0,7,1
45,9,8,4
46,3,4,9
47,9,7,5
48,7,2,2
49,6,8,0
50,9,5,5
51,8,7,5
52,0,2,6
53,3,0,7
54,8,5,0
55,8,0,7
56,7,8,2
60,7,8,2
62,6,0,7
63,3,8,0
64,6,2,7
66,1,8,0
67,2,9,7
69,7,8,4
72,8,0,3
73,8,7,7
75,2,8,6
77,3,4,0
80,8,7,6
82,1,7,9
83,7,0,1
84,2,0,7
89,9,7,8
92,8,7,7
93,6,8,7
94,4,0,6
95,6,8,7
96,6,2,0
98,0,8,7
99,7,8,1
101,5,8,0
102,6,3,0
103,3,0,9
104,1,7,4
105,1,5,3
107,6,8,7
108,8,1,6
109,7,4,2
111,0,7,9
112,6,8,7
113,2,8,7
114,1,6,4
115,3,0,1
116,0,5,6
117,4,0,6
120,8,0,3
121,3,8,2
122,1,6,4
123,2,8,7
125,0,7,6
126,8,5,3
127,3,8,9
129,2,0,5
130,4,0,7
131,1,5,4
133,9,8,4
134,1,8,9
135,2,0,1
136,9,8,8
137,7,8,1
138,2,8,7
141,5,8,1
142,6,0,7
144,8,5,0
146,6,1,7
149,2,5,1
151,9,5,4
152,6,8,7
153,0,8,7
155,5,4,0
156,2,0,5
157,9,5,8
159,4,8,5
160,2,5,3
161,1,3,4
163,6,8,7
165,4,8,5
166,8,5,6
169,0,8,7
170,9,6,1
172,9,8,8
175,9,5,4
176,3,8,6
177,7,4,1
180,0,8,5
181,5,0,1
182,2,8,7
186,6,3,7
187,3,2,7
190,5,8,7
191,8,2,9
193,1,2,8
194,7,1,4
197,8,0,3
200,5,0,0
201,1,5,4
202,8,5,7
203,7,1,9
204,1,3,4
205,3,4,9
206,0,9,7
207,5,8,1
208,7,0,4
213,9,8,8
214,8,0,0
216,7,8,5
217,9,8,1
218,8,2,6
