NN1:,0.1872
NN1p:,0.3403
NN2:,0.6471
NN2p:,0.7217
Para:,0.9719

Number of evaluation data: ,10000
Total number of correct results:,9719
Number of results when both subnetworks are right:,1529
Number of results when only network1 is wrong:,5655
Number of results when only network2 is wrong:,1845
Number of results when both subnetworks are wrong but the combined network is right:,690

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
4,3,5
4,3,5
0,3,5
9,3,5
4,3,5
8,3,5
9,3,5
4,3,5
9,3,5
4,3,5
9,3,5
4,3,5
4,3,5
0,3,5
8,3,5
6,3,5
6,3,5
8,3,5
9,3,5
4,3,5
8,3,5
6,3,5
8,3,5
6,3,5
7,3,5
0,3,5
8,3,5
1,3,5
9,3,5
8,3,5
8,3,5
6,3,5
4,3,5
2,3,5
7,3,5
6,3,5
3,5,5
4,3,5
4,3,5
6,3,5
7,3,5
9,3,5
4,3,5
4,3,5
6,3,5
4,3,5
4,3,5
6,3,5
7,3,5
1,3,5
6,5,5
8,3,5
8,3,5
9,3,5
4,3,5
9,3,5
2,3,5
7,3,5
2,3,5
2,3,5
4,3,5
9,3,5
4,3,5
7,3,5
2,3,5
0,3,5
2,3,5
4,3,5
2,3,5
1,3,5
4,3,5
4,3,5
1,3,5
6,3,5
4,3,5
4,3,5
4,3,5
7,3,5
4,3,5
1,3,5
0,3,5
4,3,5
4,3,5
4,3,5
4,3,5
7,3,5
4,3,5
4,3,5
8,3,5
6,3,5
4,3,5
4,3,5
4,3,5
4,3,5
8,3,5
4,3,5
4,3,5
9,3,5
8,3,5
4,3,5
7,3,5
9,3,5
9,3,5
4,3,5
9,3,5
9,3,5
9,3,5
4,3,5
4,3,5
7,3,5
8,3,5
4,3,5
4,3,5
4,3,5
8,3,5
8,3,5
1,3,5
4,3,5
0,3,5
1,3,5
7,3,5
2,3,5
1,3,5
8,3,5
9,3,5
4,3,5
6,3,5
9,3,5
4,3,5
4,3,5
8,3,5
4,3,5
9,3,5
4,3,5
6,3,5
4,3,5
9,3,5
7,3,5
4,3,5
6,3,5
1,3,5
4,3,5
8,3,5
6,3,5
4,3,5
7,3,5
8,3,5
9,3,5
2,3,5
6,3,5
0,3,5
9,3,5
9,3,5
8,3,5
1,3,5
4,3,5
7,3,5
7,3,5
9,3,5
9,3,5
4,3,5
9,3,5
4,3,5
9,3,5
2,3,5
2,3,5
8,3,5
4,3,5
9,3,5
9,3,5
4,3,5
4,3,5
6,3,5
6,3,5
4,3,5
4,3,5
8,3,5
2,3,5
9,3,5
4,3,5
4,3,5
9,3,5
8,3,5
9,3,5
4,3,5
9,3,5
7,3,5
4,3,5
9,3,5
6,3,5
4,3,5
4,3,5
2,3,5
0,3,5
4,3,5
9,3,5
4,3,5
1,3,5
7,3,5
9,3,5
8,3,5
6,3,5
4,3,5
8,3,5
2,3,5
4,3,5
9,3,5
7,3,5
6,3,5
9,3,5
9,3,5
9,3,5
8,3,5
9,3,5
0,3,5
6,3,5
9,5,5
2,3,5
9,3,5
4,3,5
4,3,5
7,3,5
7,3,5
1,3,5
2,3,5
6,3,5
9,3,5
1,3,5
2,3,5
9,3,5
2,3,5
4,3,5
9,3,5
8,3,5
9,3,5
4,3,5
4,3,5
1,3,5
8,3,5
8,3,5
4,3,5
8,3,5
4,3,5
8,3,5
8,3,5
8,3,5
9,3,5
8,3,5
9,3,5
4,3,5
2,3,5
9,3,5
4,3,5
6,3,5
0,3,5
4,3,5
4,3,5
6,3,5
8,3,5
4,3,5
4,3,5
7,3,5
4,3,5
9,3,5
8,3,5
4,3,5
4,3,5
8,3,5
4,3,5
8,3,5
4,3,5
2,3,5
7,3,5
4,3,5
9,3,5
4,3,5
4,3,5
4,3,5
8,3,5
4,3,5
9,3,5
4,3,5
4,3,5
4,3,5
1,3,5
9,3,5
4,3,5
6,5,5
4,3,5
4,3,5
4,3,5
4,3,5
6,3,5
7,3,5
4,3,5
9,3,5
4,3,5
4,3,5
2,3,5
4,3,5
6,3,5
4,3,5
8,3,5
4,3,5
8,3,5
4,3,5
4,3,5
8,3,5
9,3,5
8,3,5
4,3,5
4,3,5
8,3,5
9,3,5
9,3,5
6,3,5
8,3,5
9,3,5
4,3,5
8,3,5
4,3,5
9,3,5
4,3,5
8,3,5
6,3,5
9,3,5
4,3,5
8,3,5
4,3,5
9,3,5
6,3,5
9,3,5
8,3,5
1,3,5
8,3,5
8,3,5
4,3,5
4,3,5
4,3,5
4,3,5
1,3,5
8,3,5
9,3,5
9,3,5
1,3,5
4,3,5
4,3,5
6,3,5
6,3,5
1,3,5
4,3,5
8,3,5
9,3,5
4,3,5
4,3,5
2,3,5
4,3,5
4,3,5
4,3,5
4,3,5
8,3,5
9,3,5
4,3,5
4,3,5
2,3,5
4,3,5
8,3,5
8,3,5
4,3,5
4,3,5
6,3,5
4,3,5
9,3,5
0,3,5
4,3,5
8,3,5
8,3,5
7,3,5
6,3,5
9,3,5
9,3,5
8,3,5
8,3,5
8,3,5
8,3,5
8,3,5
6,3,5
8,3,5
7,3,5
8,3,5
4,3,5
4,3,5
9,3,5
0,3,5
1,3,5
8,3,5
6,3,5
4,3,5
4,3,5
4,3,5
8,3,5
6,3,5
9,3,5
4,3,5
4,3,5
6,3,5
4,3,5
2,3,5
8,3,5
9,3,5
6,3,5
6,3,5
6,3,5
7,3,5
6,3,5
4,3,5
0,3,5
4,3,5
4,3,5
9,3,5
4,3,5
8,3,5
8,3,5
8,3,5
9,3,5
6,3,5
4,3,5
9,3,5
9,3,5
0,3,5
8,3,5
9,3,5
9,3,5
6,3,5
6,3,5
8,3,5
4,3,5
9,3,5
9,3,5
4,3,5
9,3,5
9,3,5
4,3,5
4,3,5
4,3,5
1,3,5
9,3,5
9,3,5
6,3,5
4,3,5
9,3,5
6,3,5
4,3,5
4,3,5
9,5,5
2,3,5
8,3,5
4,3,5
6,2,5
4,3,5
8,3,5
7,3,5
4,3,5
4,3,5
8,3,5
4,3,5
9,3,5
4,3,5
7,3,5
6,3,5
0,3,5
4,3,5
2,3,5
4,3,5
8,3,5
9,3,5
4,3,5
8,3,5
9,3,5
8,3,5
9,3,5
9,3,5
2,3,5
4,3,5
1,3,5
2,3,5
8,3,5
6,3,5
4,3,5
2,3,5
4,3,5
4,3,5
9,3,5
0,3,5
1,3,5
4,3,5
6,3,5
0,3,5
9,3,5
1,3,5
4,3,5
4,3,5
4,3,5
4,3,5
8,3,5
7,3,5
6,3,5
4,3,5
9,3,5
7,3,5
4,3,5
8,3,5
9,3,5
4,3,5
8,3,5
6,3,5
4,3,5
4,3,5
8,3,5
4,3,5
4,3,5
9,3,5
2,3,5
8,3,5
9,3,5
2,3,5
8,3,5
7,3,5
8,3,5
2,3,5
6,3,5
4,3,5
1,3,5
7,3,5
2,3,5
8,3,5
8,3,5
6,3,5
4,3,5
6,3,5
6,3,5
8,3,5
9,3,5
6,3,5
9,3,5
4,3,5
4,3,5
6,3,5
7,3,5
9,5,5
0,3,5
4,3,5
0,3,5
8,3,5
7,3,5
4,3,5
8,3,5
9,3,5
8,3,5
6,3,5
4,3,5
8,3,5
7,3,5
9,3,5
9,3,5
4,3,5
4,3,5
4,3,5
8,3,5
9,3,5
0,3,5
1,3,5
2,3,5
8,3,5
0,3,5
8,3,5
4,3,5
6,3,5
2,3,5
6,3,5
4,3,5
4,3,5
1,3,5
9,3,5
8,3,5
6,3,5
2,3,5
1,3,5
7,3,5
2,3,5
4,3,5
6,3,5
9,3,5
4,3,5
9,3,5
4,3,5
4,3,5
6,3,5
4,3,5
6,3,5
0,3,5
9,3,5
9,3,5
8,3,5
4,3,5
9,3,5
6,3,5
9,3,5
9,3,5
9,3,5
9,3,5
9,3,5
9,3,5
9,3,5
9,3,5
8,5,5
8,3,5
6,3,5
2,3,5
0,3,5
2,3,5
8,3,5
2,3,5
8,3,5
8,3,5
7,3,5
9,3,5
9,3,5
4,3,5
9,3,5
9,3,5
6,3,5
9,3,5
1,3,5
4,3,5
4,3,5
4,3,5
4,3,5
4,3,5
4,3,5
4,3,5
4,3,5
8,3,5
4,3,5
4,3,5
0,3,5
6,3,5
4,3,5
8,3,5
4,3,5
8,3,5
4,3,5
9,3,5
4,3,5
1,3,5
8,3,5
8,3,5
9,3,5
8,3,5
4,3,5
1,3,5
1,3,5
8,3,5
8,3,5
9,3,5
1,3,5
0,3,5
0,3,5
1,3,5
9,3,5
7,3,5
6,3,5
4,3,5
4,3,5
4,3,5
4,3,5
2,3,5
4,3,5
6,3,5
4,3,5
2,3,5
4,3,5
4,3,5
1,3,5
0,3,5
6,3,5
6,3,5
4,3,5
0,3,5
4,3,5
