NN1:,0.2561
NN1p:,0.5897
NN2:,0.4539
NN2p:,0.5787
Para:,0.9769

Number of evaluation data: ,10000
Total number of correct results:,9769
Number of results when both subnetworks are right:,1926
Number of results when only network1 is wrong:,3829
Number of results when only network2 is wrong:,3923
Number of results when both subnetworks are wrong but the combined network is right:,91

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
9,0,5
4,9,0
9,7,5
3,0,5
7,1,8
9,7,5
7,1,8
6,5,0
9,7,5
9,7,5
3,0,5
6,5,0
3,0,5
9,7,5
2,0,3
7,0,8
3,0,5
7,9,5
9,0,5
3,0,5
3,0,5
9,7,0
2,9,0
6,5,5
3,0,5
3,0,5
2,9,3
3,0,5
2,0,8
9,7,5
2,9,5
1,0,5
6,5,5
9,7,5
3,0,5
2,5,0
2,1,8
9,7,0
3,0,5
2,5,3
9,7,5
9,1,5
3,9,5
9,4,5
8,5,0
3,0,5
9,7,5
9,7,0
9,0,5
3,9,5
8,5,2
3,0,5
8,0,5
7,9,3
9,0,5
9,0,5
2,4,8
3,0,5
9,4,5
3,0,5
7,1,8
9,0,5
9,7,5
9,7,5
6,5,2
9,4,5
2,9,3
9,7,0
7,9,5
7,9,0
3,0,5
7,9,5
2,9,5
3,5,5
3,0,5
8,0,5
3,0,5
7,1,8
9,7,5
2,9,3
9,7,5
9,7,5
9,4,5
9,0,5
9,5,8
8,5,0
9,7,5
8,0,6
9,7,5
9,7,5
3,0,5
