Accuracy on the validation data,0.7618

Number of Type I results,124
Number of Type II results,724
Number of Type III results,684
Number of Type IV results,6086

Ratio of Type IV results to correct results,0.7988973483854029

Details of Type IV results
Input index,rp,r1,r2
0,3,0,1
1,8,1,1
4,6,1,8
5,6,2,4
6,1,2,0
8,3,9,8
9,1,2,7
11,9,2,3
12,5,8,6
13,7,8,5
14,9,2,3
16,5,8,2
17,7,0,4
18,8,3,1
19,6,3,3
20,7,1,5
21,0,1,2
22,4,1,0
23,9,2,4
26,4,1,5
27,0,1,1
28,9,2,3
29,6,0,5
30,6,7,5
31,5,2,4
34,9,0,3
38,9,2,3
39,5,8,7
41,6,1,5
43,6,1,3
45,9,7,1
46,3,2,4
48,7,8,3
49,6,4,8
50,9,2,3
53,3,1,6
54,8,1,0
55,8,1,0
56,7,8,3
58,4,2,1
60,7,8,3
62,6,2,8
63,3,1,8
64,6,1,5
66,1,3,5
67,2,1,0
69,7,9,1
70,2,8,5
71,6,2,3
72,8,1,5
73,8,1,1
75,2,1,3
77,3,1,6
78,3,2,6
79,8,3,3
80,8,1,1
81,1,2,7
82,1,3,6
83,7,8,1
85,5,8,3
86,2,1,1
88,8,2,3
90,0,3,1
91,3,1,6
93,6,7,8
95,6,0,4
96,6,4,3
98,0,5,2
99,7,1,3
102,6,1,3
104,1,9,2
105,1,3,6
106,3,0,7
107,6,1,3
108,8,0,2
109,7,8,6
110,4,2,5
111,0,8,2
113,2,0,3
114,1,3,6
115,3,9,6
117,4,7,1
118,2,9,6
119,7,0,9
120,8,1,1
124,8,1,1
125,0,5,8
126,8,1,0
127,3,9,6
130,4,0,5
131,1,6,6
132,8,3,3
133,9,2,3
134,1,9,6
136,9,2,3
137,7,8,3
140,6,3,3
141,5,8,1
142,6,1,0
144,8,1,1
146,6,2,8
148,5,2,4
149,2,1,6
150,8,3,2
151,9,2,1
152,6,2,5
153,0,5,1
156,2,5,4
157,9,5,3
160,2,5,1
163,6,0,8
165,4,2,3
167,4,8,5
168,5,0,3
169,0,3,1
172,9,2,3
173,8,1,0
174,9,0,7
175,9,2,5
176,3,2,2
177,7,8,3
178,5,1,0
181,5,8,3
182,2,1,5
183,2,5,4
184,3,9,0
185,8,1,4
186,6,0,5
187,3,1,5
191,8,1,1
192,0,8,7
194,7,2,3
196,8,1,9
198,7,1,6
201,1,0,8
203,7,9,1
204,1,9,6
205,3,2,9
209,9,5,8
211,4,7,7
213,9,2,8
214,8,1,1
217,9,5,7
222,9,2,3
223,4,1,1
224,3,1,5
225,9,5,3
227,4,3,8
230,5,0,9
231,1,9,9
232,5,7,7
233,8,1,1
234,8,1,1
236,4,0,5
239,5,6,8
242,8,1,1
243,9,2,3
244,0,6,1
246,1,9,2
248,2,1,8
250,5,1,4
252,9,2,3
253,9,2,3
254,4,8,3
255,0,1,1
256,3,2,8
257,0,1,1
259,9,2,3
260,8,2,7
261,1,2,5
265,8,1,1
266,2,1,1
267,4,1,5
268,7,9,3
269,0,1,1
270,2,1,4
273,3,1,5
274,8,1,1
275,5,7,3
278,4,5,1
279,3,2,7
280,9,2,3
282,6,9,8
283,1,9,9
285,9,2,3
286,1,7,8
288,7,8,4
290,1,9,2
292,6,2,5
294,3,1,5
296,6,2,2
297,0,1,1
299,6,0,3
300,6,1,3
301,6,0,3
302,3,8,8
303,2,1,4
304,6,1,4
305,1,0,5
307,2,7,5
308,1,2,9
310,8,3,1
311,6,3,8
314,4,8,9
316,7,2,5
317,7,8,3
320,3,2,8
325,1,2,8
326,7,8,6
329,6,5,8
330,1,0,2
331,9,7,3
333,6,1,5
334,6,1,8
336,3,2,5
337,8,0,1
338,0,5,1
341,6,9,3
342,2,6,1
345,5,1,2
347,6,2,5
348,8,9,2
350,9,2,3
351,1,3,7
353,2,6,1
358,8,1,2
359,0,1,1
361,5,8,1
362,8,3,0
364,9,2,3
365,4,8,3
366,1,2,3
368,8,7,0
369,1,9,8
370,4,2,2
371,7,1,1
372,9,0,1
373,4,8,1
374,2,7,5
375,7,8,1
377,7,8,3
378,0,1,6
379,6,3,8
380,6,1,5
381,9,4,3
384,2,0,3
385,8,0,0
386,7,8,3
389,5,8,3
391,2,1,0
392,6,3,3
394,9,2,4
395,6,9,8
398,0,8,3
400,9,2,3
402,7,8,8
404,8,1,1
405,4,8,9
407,1,9,7
408,8,1,0
409,2,5,8
410,7,8,3
411,9,0,3
413,6,1,8
414,1,6,3
415,9,1,3
416,0,8,8
419,7,2,3
420,4,8,5
423,0,1,2
425,9,8,3
427,4,2,5
429,6,9,8
430,2,8,1
432,3,2,5
435,7,8,8
437,5,2,4
440,1,6,8
441,4,8,5
442,9,2,1
443,9,2,8
445,7,2,3
447,0,1,1
449,2,6,1
452,7,8,1
453,3,7,4
454,9,2,3
455,4,8,8
458,4,1,5
461,6,9,8
462,1,3,7
463,4,8,5
464,3,9,8
467,3,9,8
469,8,2,3
470,3,8,5
472,8,1,1
474,5,8,2
475,7,8,5
476,6,0,8
479,4,2,5
480,8,2,3
481,6,1,5
482,8,1,1
484,5,2,3
486,9,2,1
487,9,2,3
489,0,6,1
490,1,9,0
491,0,8,1
492,8,1,1
494,1,6,8
495,8,1,0
497,2,6,0
500,4,8,5
501,6,1,8
503,4,1,1
505,4,6,5
506,7,9,3
507,9,0,3
508,9,7,3
509,4,8,5
510,5,2,0
511,6,0,5
512,6,2,4
513,1,9,8
514,5,8,9
515,3,2,7
516,8,0,0
517,9,5,1
519,8,3,1
520,5,8,6
521,7,8,1
522,0,6,3
523,7,6,3
524,0,5,1
529,6,1,0
530,9,7,3
533,5,8,7
534,6,9,5
535,6,5,3
536,6,9,5
537,2,1,8
540,1,9,3
542,6,0,3
543,7,2,4
544,5,2,2
545,9,2,8
552,8,1,0
554,9,5,3
555,4,8,1
556,6,1,9
557,4,2,9
558,3,2,6
559,2,4,5
562,6,0,0
565,3,8,1
566,9,1,1
570,6,1,0
571,7,8,1
572,1,2,6
573,3,2,5
574,6,2,9
575,6,0,8
576,8,3,1
578,7,8,3
579,5,8,8
580,4,8,5
581,0,1,1
582,8,1,0
585,9,2,1
586,3,2,9
587,4,1,5
588,8,1,1
589,9,2,3
590,6,2,0
592,2,1,3
593,6,3,5
595,4,3,5
596,7,8,3
597,3,2,5
600,8,2,1
602,0,5,1
603,2,1,8
604,1,2,5
605,6,0,4
607,3,0,1
608,3,2,5
609,9,5,3
610,6,1,3
611,9,0,3
613,8,3,1
614,5,2,0
615,8,1,6
616,6,2,8
617,6,2,3
620,7,1,6
621,7,1,1
622,1,4,6
624,7,8,4
625,9,2,3
626,9,2,3
627,4,1,5
628,4,8,5
630,2,8,0
631,5,7,8
632,6,2,3
633,8,0,1
634,7,8,4
635,6,2,5
636,8,1,1
637,3,1,1
643,7,8,3
644,9,0,3
645,1,6,3
649,5,8,9
650,3,2,4
652,5,7,6
653,6,1,3
655,2,7,5
656,1,6,7
657,1,2,7
658,4,2,5
659,1,9,3
660,9,2,8
661,4,8,3
662,7,8,3
663,6,0,5
664,3,2,0
666,9,2,3
670,6,9,5
671,3,1,4
673,3,2,0
675,0,4,1
678,0,4,2
680,9,2,3
681,6,2,8
682,4,9,0
686,9,0,2
687,6,7,2
688,3,2,4
690,3,8,8
691,2,4,3
692,2,8,1
693,7,8,4
694,8,3,1
696,8,1,1
697,2,8,7
698,7,8,3
699,5,8,6
700,7,8,4
701,2,1,1
703,8,1,0
704,7,9,8
705,4,8,5
706,2,8,1
707,9,1,3
709,8,1,1
710,6,2,8
712,8,3,1
714,4,8,5
715,3,2,2
716,3,7,9
719,9,7,7
722,8,1,1
723,1,3,2
724,8,0,9
726,1,9,7
727,3,8,2
728,6,0,8
729,5,2,7
732,7,8,3
733,9,2,8
735,4,8,5
736,1,5,0
740,2,8,5
741,7,8,3
742,0,4,3
743,7,2,3
745,7,8,3
746,6,1,5
747,6,2,8
748,2,8,8
750,9,2,3
752,9,0,0
753,1,2,8
754,2,1,8
755,2,8,0
756,6,1,5
757,8,7,0
758,2,1,5
762,6,7,8
763,0,8,5
764,1,3,3
765,2,8,8
766,7,8,5
768,5,7,8
769,4,1,1
772,6,1,2
773,4,0,5
774,0,1,1
777,6,1,2
779,5,2,9
780,9,2,3
782,7,8,4
783,6,9,8
784,7,8,3
787,9,2,1
788,6,0,3
789,8,1,1
791,0,1,2
794,7,1,3
800,7,8,3
801,1,9,7
804,4,2,7
805,4,9,5
806,8,9,1
808,7,8,3
809,7,8,8
811,3,9,0
812,7,9,3
813,2,1,8
815,8,1,1
816,9,2,3
818,8,3,0
823,8,1,0
