NN1:,0.5152
NN1p:,0.5123
NN2:,0.5189
NN2p:,0.4797
Para:,0.9754

Number of evaluation data: ,10000
Total number of correct results:,9754
Number of results when both subnetworks are right:,1849
Number of results when only network1 is wrong:,2918
Number of results when only network2 is wrong:,3257
Number of results when both subnetworks are wrong but the combined network is right:,1730

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
5,0,4
9,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
9,0,4
9,0,4
5,0,4
8,0,4
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
9,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
9,0,4
8,0,4
8,0,4
8,0,4
9,0,4
8,0,4
2,0,4
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
9,0,4
3,0,4
8,0,4
8,0,4
8,0,4
5,0,4
9,0,4
5,0,4
5,0,4
5,0,4
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
9,0,4
6,0,4
8,0,4
5,0,4
2,0,4
7,0,4
9,0,4
5,0,4
9,0,4
8,0,4
8,0,4
5,0,4
5,0,4
8,0,4
8,0,4
6,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
5,0,4
8,0,4
9,0,4
9,0,4
9,0,4
5,0,4
8,0,4
3,0,4
8,0,4
8,0,4
8,0,4
9,0,4
7,0,4
9,0,4
8,0,4
9,0,4
8,0,4
8,0,4
8,0,4
9,0,4
8,0,4
8,0,4
8,0,4
3,0,4
9,0,4
8,0,4
6,0,4
8,0,4
8,0,4
8,0,4
8,0,4
6,0,4
8,0,4
8,0,4
8,0,4
8,0,4
3,0,4
8,0,4
8,0,4
8,0,4
8,0,4
2,0,4
8,0,4
8,0,4
9,0,4
8,0,4
8,0,4
5,0,4
5,0,4
8,0,4
8,0,4
7,0,4
8,0,4
2,0,4
2,0,4
8,0,4
5,0,4
8,0,4
9,0,4
5,0,4
2,0,4
5,0,4
5,0,4
8,0,4
8,0,4
8,0,4
2,0,4
9,0,4
2,0,4
8,0,4
2,0,4
1,0,4
3,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
7,0,4
5,0,4
8,0,4
8,0,4
5,0,4
7,0,4
9,0,4
2,0,4
2,0,4
8,0,4
8,0,4
7,0,4
5,0,4
8,0,4
8,0,4
9,0,4
8,0,4
8,0,4
5,0,4
8,0,4
7,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
2,0,4
9,0,4
8,0,4
3,0,4
8,0,4
6,0,4
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
3,0,4
5,0,4
5,0,4
8,0,4
8,0,4
5,0,4
9,0,4
8,0,4
5,0,4
9,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
9,0,4
8,0,4
5,0,4
5,0,4
8,0,4
8,0,4
8,0,4
9,0,4
9,0,4
7,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
5,0,4
2,0,4
9,0,4
9,0,4
8,0,4
8,0,4
8,0,4
5,0,4
9,0,4
5,0,4
8,0,4
8,0,4
8,0,4
5,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
9,0,4
2,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
5,0,4
5,0,4
5,0,4
5,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
8,0,4
9,0,4
8,0,4
8,0,4
8,0,4
9,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
2,0,4
9,0,4
8,0,4
8,0,4
8,0,4
9,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
2,0,4
3,0,4
9,0,4
8,0,4
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
5,0,4
5,0,4
3,0,4
2,0,4
8,0,4
9,0,4
8,0,4
8,0,4
8,0,4
8,0,4
8,0,4
5,0,4
8,0,4
8,0,4
8,0,4
3,0,4
8,0,4
9,0,4
8,0,4
5,0,4
8,0,4
5,0,4
5,0,4
5,0,4
8,0,4
9,0,4
9,0,4
5,0,4
8,0,4
7,0,4
9,0,4
8,0,4
9,0,4
5,0,4
8,0,4
8,0,4
5,0,4
5,0,4
5,0,4
