Accuracy on the validation data,0.7663

Number of Type I results,147
Number of Type II results,449
Number of Type III results,1042
Number of Type IV results,6025

Ratio of Type IV results to correct results,0.786245595719692

Details of Type IV results
Input index,rp,r1,r2
1,8,3,4
2,8,2,6
3,0,3,6
4,6,1,2
5,6,9,1
6,1,8,3
8,3,4,6
9,1,9,6
10,0,5,1
14,9,8,6
15,8,9,9
17,7,8,3
18,8,3,1
19,6,0,2
20,7,4,3
21,0,3,3
22,4,9,2
25,2,9,4
26,4,8,3
27,0,7,5
29,6,1,2
30,6,1,8
32,4,5,3
35,2,4,5
39,5,1,6
40,4,7,1
41,6,9,2
43,6,0,9
44,0,6,7
45,9,8,6
46,3,1,2
48,7,6,0
50,9,3,7
51,8,3,1
53,3,8,8
54,8,3,6
55,8,3,1
56,7,5,3
58,4,1,5
60,7,5,0
62,6,2,9
65,2,4,1
66,1,9,6
67,2,0,1
68,3,1,9
70,2,3,7
71,6,9,9
72,8,3,7
73,8,3,6
74,0,7,7
75,2,5,3
77,3,9,2
78,3,1,8
79,8,3,6
81,1,9,7
82,1,9,6
83,7,5,9
84,2,5,9
85,5,6,6
86,2,4,8
88,8,3,1
89,9,7,5
90,0,3,7
92,8,3,6
93,6,1,4
95,6,9,9
96,6,1,1
97,0,3,1
100,4,6,5
101,5,9,3
104,1,9,7
105,1,9,4
106,3,1,9
107,6,9,9
110,4,1,8
111,0,7,7
112,6,9,8
113,2,3,3
116,0,3,1
118,2,9,0
120,8,3,1
122,1,8,0
123,2,5,5
124,8,3,1
126,8,3,6
127,3,1,7
131,1,3,6
132,8,3,6
133,9,8,6
134,1,9,9
135,2,4,5
138,2,1,0
140,6,0,7
144,8,5,7
149,2,5,7
151,9,6,6
152,6,9,2
153,0,8,7
154,0,3,1
156,2,5,5
159,4,8,6
161,1,8,6
162,6,9,3
163,6,1,2
166,8,2,9
169,0,6,1
172,9,3,6
173,8,9,3
175,9,8,6
176,3,5,8
180,0,3,6
181,5,7,3
182,2,9,9
185,8,3,1
186,6,9,9
187,3,1,9
189,0,8,6
190,5,9,4
191,8,1,9
192,0,3,3
193,1,9,5
194,7,5,0
195,2,9,5
196,8,3,6
197,8,3,7
198,7,3,3
201,1,3,9
202,8,3,1
203,7,4,5
204,1,3,6
205,3,1,2
206,0,1,1
208,7,1,0
209,9,8,4
214,8,3,5
216,7,0,2
217,9,7,6
219,2,5,3
220,7,0,5
222,9,8,7
224,3,8,9
225,9,8,7
227,4,1,9
230,5,3,8
231,1,4,7
234,8,3,1
235,0,3,6
237,0,7,1
240,1,7,4
242,8,9,4
243,9,0,8
244,0,3,5
246,1,3,7
248,2,7,3
250,5,8,3
252,9,8,3
253,9,0,7
255,0,5,6
256,3,1,9
257,0,2,7
260,8,3,6
261,1,9,5
264,0,2,6
265,8,3,9
268,7,0,5
269,0,3,6
272,6,9,3
274,8,5,6
276,0,2,6
278,4,5,5
280,9,7,4
281,0,3,6
282,6,5,3
283,1,9,4
286,1,3,7
288,7,8,5
289,9,3,6
290,1,3,4
291,2,5,6
294,3,8,9
296,6,1,3
297,0,3,1
298,0,3,9
299,6,9,3
300,6,9,3
303,2,4,3
304,6,9,9
305,1,3,4
307,2,3,6
308,1,2,6
310,8,3,3
311,6,1,9
312,8,3,7
313,0,3,6
315,0,5,5
316,7,4,4
322,2,9,9
325,1,0,9
326,7,0,0
328,4,8,1
329,6,9,2
330,1,0,6
331,9,8,0
332,3,4,6
333,6,1,2
334,6,1,1
335,9,3,0
337,8,3,1
338,0,3,7
339,7,1,9
340,2,4,9
341,6,1,1
342,2,7,1
347,6,3,1
