Accuracy on the validation data,0.7463

Number of Type I results,109
Number of Type II results,606
Number of Type III results,623
Number of Type IV results,6125

Ratio of Type IV results to correct results,0.8207155299477422

Details of Type IV results
Input index,rp,r1,r2
0,3,5,5
1,8,1,2
2,8,6,2
3,0,7,2
5,6,2,5
7,6,5,5
8,3,9,8
9,1,2,7
10,0,6,8
11,9,4,0
13,7,3,8
14,9,1,7
15,8,5,2
18,8,0,2
19,6,8,7
20,7,5,1
21,0,5,2
22,4,1,5
23,9,1,7
25,2,5,5
26,4,6,1
27,0,5,8
28,9,1,7
29,6,4,0
30,6,8,5
34,9,1,7
36,4,8,8
38,9,4,7
40,4,1,8
43,6,5,8
44,0,5,8
45,9,1,7
46,3,2,5
48,7,5,6
50,9,1,7
51,8,1,2
53,3,2,7
54,8,1,2
55,8,6,3
56,7,0,6
59,6,5,7
60,7,5,6
63,3,2,1
65,2,5,9
66,1,6,2
72,8,4,0
73,8,9,2
74,0,4,7
75,2,5,3
76,9,1,7
79,8,7,0
80,8,5,2
81,1,2,3
82,1,0,7
83,7,5,6
84,2,1,3
86,2,1,3
87,7,4,8
88,8,4,7
89,9,1,5
90,0,3,2
92,8,1,9
93,6,5,7
94,4,5,1
95,6,2,5
96,6,4,2
97,0,5,8
98,0,7,8
99,7,4,8
100,4,5,8
102,6,2,5
103,3,4,5
104,1,3,7
105,1,4,7
107,6,3,5
108,8,7,2
109,7,3,8
113,2,5,3
114,1,2,7
115,3,4,7
116,0,1,2
117,4,2,8
120,8,4,0
122,1,2,5
123,2,5,3
124,8,1,2
127,3,2,5
130,4,5,8
131,1,2,7
132,8,1,5
133,9,3,7
135,2,5,3
138,2,5,5
142,6,4,5
145,7,1,8
146,6,2,5
149,2,3,3
151,9,4,0
152,6,5,4
153,0,5,8
154,0,5,2
156,2,5,5
157,9,4,7
158,5,2,8
159,4,5,8
160,2,5,7
161,1,2,7
163,6,5,3
166,8,1,6
167,4,6,2
169,0,4,8
170,9,1,7
172,9,1,0
173,8,3,2
174,9,2,7
175,9,1,7
176,3,5,8
177,7,4,8
179,0,1,8
180,0,4,8
185,8,0,2
187,3,5,5
191,8,4,7
194,7,4,3
196,8,5,5
197,8,9,0
198,7,8,6
199,8,3,5
201,1,4,0
202,8,1,2
203,7,1,6
204,1,0,7
205,3,4,1
206,0,6,2
208,7,4,6
209,9,1,7
213,9,1,8
216,7,4,8
217,9,2,7
218,8,7,7
219,2,5,6
220,7,5,6
221,6,3,5
222,9,2,8
224,3,0,5
225,9,1,7
230,5,2,1
232,5,8,7
233,8,1,7
234,8,7,2
235,0,1,8
236,4,5,1
243,9,3,8
244,0,1,8
246,1,4,0
248,2,5,5
251,3,2,5
252,9,2,7
253,9,8,0
255,0,5,5
256,3,5,5
259,9,2,1
260,8,3,7
264,0,4,2
267,4,6,6
268,7,4,6
269,0,9,8
271,3,5,2
274,8,7,9
276,0,1,2
280,9,1,7
281,0,2,8
282,6,5,2
285,9,2,7
289,9,1,3
290,1,6,7
291,2,6,3
292,6,4,2
294,3,0,5
295,4,5,8
296,6,2,5
297,0,1,3
298,0,7,3
299,6,7,5
300,6,8,4
301,6,4,5
303,2,6,3
305,1,2,4
307,2,5,5
310,8,1,6
311,6,4,3
313,0,5,2
314,4,7,1
316,7,6,6
317,7,5,1
320,3,5,1
322,2,8,3
325,1,4,7
326,7,5,6
327,5,4,8
328,4,6,5
329,6,5,2
330,1,0,7
331,9,0,7
332,3,5,7
333,6,4,4
334,6,2,3
336,3,2,5
337,8,1,3
338,0,1,2
339,7,4,8
340,2,8,5
341,6,4,7
342,2,5,8
346,4,8,8
347,6,8,7
348,8,6,2
349,9,2,7
350,9,6,7
351,1,7,7
353,2,5,8
357,2,8,3
358,8,1,2
359,0,7,8
360,9,2,0
361,5,7,1
364,9,2,7
365,4,5,8
366,1,4,2
368,8,5,5
369,1,3,7
371,7,5,8
372,9,4,7
373,4,6,1
374,2,5,7
377,7,6,8
380,6,5,7
381,9,1,1
382,0,5,8
383,9,2,0
385,8,4,2
386,7,6,8
387,2,7,8
390,1,6,2
392,6,5,2
393,2,5,3
394,9,4,1
395,6,8,5
398,0,6,8
403,8,1,5
404,8,1,2
405,4,5,5
408,8,5,0
409,2,5,5
411,9,4,7
412,3,4,8
413,6,4,2
415,9,0,7
416,0,5,8
419,7,5,8
420,4,6,8
423,0,2,8
424,2,4,8
425,9,1,4
429,6,5,7
430,2,4,5
431,5,4,1
432,3,7,8
433,7,6,8
435,7,8,8
439,1,4,7
440,1,5,7
442,9,2,7
447,0,1,2
448,2,5,3
451,9,4,8
452,7,2,1
454,9,4,7
455,4,5,8
456,3,5,7
461,6,7,5
462,1,4,7
467,3,5,9
469,8,7,7
470,3,5,5
471,7,2,8
472,8,6,2
474,5,8,9
475,7,1,8
477,0,1,8
479,4,5,8
482,8,7,2
484,5,4,8
486,9,4,7
487,9,2,0
489,0,5,2
490,1,3,7
491,0,4,2
493,1,6,7
494,1,2,2
495,8,1,2
496,0,2,2
497,2,5,9
498,2,5,7
499,0,4,2
501,6,8,7
502,5,6,8
504,9,1,7
505,4,7,7
507,9,1,7
508,9,5,7
509,4,6,8
511,6,4,5
512,6,5,7
515,3,2,7
516,8,6,2
517,9,4,0
521,7,4,6
522,0,4,8
523,7,4,8
524,0,1,8
525,5,4,8
528,4,6,8
529,6,5,0
530,9,2,7
532,9,2,5
534,6,8,0
535,6,5,5
536,6,5,7
539,0,1,8
541,7,2,8
542,6,5,5
543,7,4,6
546,1,4,0
547,6,2,5
552,8,1,7
554,9,2,0
555,4,1,6
556,6,5,1
557,4,8,1
558,3,2,5
559,2,8,3
560,0,1,2
561,7,5,8
562,6,5,5
564,2,5,3
565,3,6,5
566,9,1,0
568,9,5,0
