NN1:,0.3899
NN1p:,0.6932
NN2:,0.4226
NN2p:,0.5794
Para:,0.9761

Number of evaluation data: ,10000
Total number of correct results:,9761
Number of results when both subnetworks are right:,3127
Number of results when only network1 is wrong:,2622
Number of results when only network2 is wrong:,3755
Number of results when both subnetworks are wrong but the combined network is right:,257

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
3,9,8
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,3
6,4,5
6,8,5
6,8,5
7,1,8
0,3,9
3,8,9
6,8,5
6,4,5
4,5,8
7,3,9
6,8,5
3,8,5
7,3,8
2,8,5
6,4,5
7,3,9
6,4,3
7,3,9
6,4,5
6,4,5
6,4,5
7,3,9
6,4,5
5,9,0
6,4,5
6,4,5
7,3,9
6,4,3
6,4,5
6,4,5
6,4,5
6,4,3
6,4,5
6,4,5
6,4,5
6,4,5
0,8,5
6,4,5
6,4,5
7,1,9
6,4,5
6,8,5
6,4,5
2,6,9
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
0,8,5
6,4,3
2,4,7
6,4,5
6,4,5
2,4,4
3,8,5
0,6,5
2,8,3
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
7,3,4
6,8,5
2,6,8
6,4,5
7,2,3
7,8,9
7,8,8
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,8,3
1,9,4
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,8,5
6,4,3
6,4,3
5,8,0
6,4,5
6,8,5
5,9,3
6,4,5
6,4,5
7,3,9
2,8,4
3,5,8
6,4,5
6,4,5
6,4,5
6,4,5
0,8,9
6,4,5
6,4,5
7,2,9
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
3,8,8
6,4,5
6,4,5
6,4,3
6,4,5
6,4,5
6,4,5
6,4,5
6,4,3
6,8,5
6,4,5
3,4,5
7,8,4
6,4,8
6,8,5
7,3,9
5,9,0
6,4,5
6,4,5
6,4,5
6,4,3
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,8,5
3,8,5
5,9,3
6,4,3
6,4,5
6,4,5
6,4,3
5,9,3
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
2,8,8
6,4,5
6,4,3
2,8,9
6,4,5
0,6,4
1,8,3
6,8,5
0,8,9
6,4,3
6,4,3
6,4,5
6,4,5
6,4,5
6,8,5
6,4,5
6,4,5
2,3,9
6,4,3
7,3,4
6,4,5
6,4,5
6,4,5
5,9,3
6,4,5
6,4,5
6,4,0
6,4,5
6,4,5
6,4,5
6,4,5
6,4,3
0,8,9
6,4,5
6,4,5
7,2,9
0,8,4
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
0,8,9
6,4,5
6,8,5
6,4,5
6,8,5
6,4,5
6,4,5
0,8,9
1,8,3
6,8,5
0,8,5
6,4,5
6,4,5
3,9,9
6,4,5
6,4,5
6,4,5
5,9,3
3,9,8
6,4,3
6,4,5
6,4,5
5,4,0
5,4,0
6,4,5
6,4,3
6,4,5
6,4,5
8,6,9
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
5,9,0
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,5
6,4,3
6,8,5
0,8,4
6,4,5
6,4,5
