NN1:,0.6213
NN1p:,0.6088
NN2:,0.7307
NN2p:,0.7305
Para:,0.9801

Number of evaluation data: ,10000
Total number of correct results:,9801
Number of results when both subnetworks are right:,3913
Number of results when only network1 is wrong:,3371
Number of results when only network2 is wrong:,2133
Number of results when both subnetworks are wrong but the combined network is right:,384

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
5,3,4
8,3,4
8,3,4
9,0,4
0,3,6
8,3,4
8,3,6
9,7,7
5,3,4
8,3,0
0,9,2
0,9,2
0,9,2
0,9,4
1,3,2
9,5,4
0,9,2
6,5,2
0,9,2
8,3,6
0,9,2
0,9,2
1,3,7
6,9,2
0,9,2
1,3,6
0,9,2
0,9,2
1,8,7
5,3,4
0,9,2
8,3,4
0,9,2
0,9,2
8,3,4
1,3,6
0,9,2
7,5,3
5,3,4
7,8,3
0,9,2
0,9,2
0,9,2
0,9,2
8,3,4
8,3,4
0,9,2
8,3,6
8,3,6
8,3,4
8,3,4
5,3,4
5,9,3
0,9,2
4,3,6
8,3,4
0,9,2
1,3,9
8,3,4
5,3,4
8,3,0
8,3,4
0,9,2
6,3,2
4,7,6
5,3,4
0,9,2
0,9,2
9,7,4
0,9,2
3,8,4
0,9,2
0,9,2
8,3,4
0,9,2
8,3,4
9,7,4
0,9,2
8,3,4
3,8,7
8,3,4
8,3,4
9,7,6
7,5,3
7,8,3
8,3,4
8,5,4
9,8,4
7,5,3
8,3,4
2,3,6
0,9,2
8,3,4
0,9,2
9,8,3
0,9,2
2,3,6
0,9,2
1,3,9
0,9,2
7,9,3
9,0,4
0,9,2
9,7,4
0,9,2
0,9,2
0,9,2
3,8,7
0,9,2
0,9,2
8,3,4
8,3,4
2,3,6
5,7,4
5,3,4
2,8,6
8,3,4
8,3,6
8,3,4
5,9,3
6,3,2
1,3,6
0,9,2
8,3,4
0,9,2
8,9,4
0,9,2
2,9,6
8,3,4
8,3,4
1,3,9
0,9,2
8,3,4
8,3,4
1,7,9
8,3,4
8,3,6
8,3,4
8,3,4
9,0,4
8,3,6
8,3,4
0,9,2
3,8,4
9,8,4
0,9,2
8,3,4
0,9,2
8,3,4
0,9,2
5,8,4
7,5,3
0,9,2
8,3,4
0,9,2
8,9,4
5,3,4
0,9,2
8,3,6
0,9,2
5,3,4
8,3,4
0,9,2
8,3,4
0,9,2
8,3,4
5,3,4
7,9,2
1,5,9
8,9,6
8,5,4
6,5,2
0,9,2
0,9,2
8,3,6
1,8,9
8,3,4
8,3,6
0,9,2
8,3,4
1,3,6
8,3,4
8,3,4
0,9,2
0,9,2
0,9,2
7,4,3
8,3,4
0,9,2
0,9,2
4,7,9
9,7,4
0,9,2
0,3,8
0,9,2
0,9,2
0,9,2
0,9,2
0,9,2
0,9,2
8,3,4
5,3,4
1,3,6
8,3,6
0,9,2
0,3,6
0,9,2
8,3,4
7,9,3
3,5,7
8,3,4
8,3,4
6,5,2
8,3,0
8,3,4
8,3,4
8,3,4
0,9,2
9,8,4
0,9,2
2,3,6
7,9,3
8,3,4
0,9,2
4,7,9
0,9,2
0,9,4
0,9,2
0,9,2
0,9,2
5,3,4
8,3,4
8,3,6
9,4,4
0,9,2
8,3,4
1,8,2
5,3,4
8,3,4
0,9,2
8,3,4
8,3,2
8,3,4
3,8,4
2,9,0
0,9,2
9,7,4
2,3,7
0,9,2
7,9,2
0,9,2
6,3,4
0,9,2
7,5,3
0,9,2
0,9,2
0,9,2
0,9,2
0,9,2
5,3,4
8,3,4
8,3,4
0,9,2
2,3,7
0,9,2
1,3,6
1,3,6
0,9,2
1,8,6
8,3,4
7,9,3
0,9,2
8,3,4
0,9,2
0,9,2
5,3,4
0,9,2
9,0,6
8,3,4
4,7,9
0,9,2
7,5,3
0,9,2
0,9,2
8,3,4
5,9,3
0,9,2
8,3,4
0,9,2
8,3,2
2,9,7
8,3,4
5,3,4
9,5,4
6,3,2
9,7,4
9,7,4
0,3,8
9,0,4
0,3,2
2,9,7
8,3,4
0,9,2
8,3,4
0,3,2
0,9,2
0,9,2
9,4,6
0,9,2
9,7,4
0,9,2
8,9,4
8,3,4
7,5,3
0,9,2
1,8,7
0,9,8
8,3,4
1,3,6
0,9,4
0,9,2
7,5,3
8,3,4
6,3,2
0,3,4
9,0,4
0,9,2
9,0,4
0,9,2
8,3,4
6,3,2
8,3,4
8,3,4
8,3,4
5,7,4
8,3,4
0,9,2
0,9,2
0,9,2
0,9,2
0,9,2
8,3,6
0,9,6
2,8,7
6,5,2
0,9,2
0,9,2
9,7,4
5,3,4
0,9,2
8,3,4
1,5,6
5,7,4
5,7,4
0,9,2
0,9,2
0,9,2
0,9,2
8,3,4
1,3,4
8,3,4
1,3,4
8,3,4
8,3,4
4,3,6
8,3,4
8,3,4
1,8,6
8,3,4
1,8,6
8,3,4
5,3,4
4,7,9
8,3,4
8,3,4
8,3,6
8,3,4
9,0,6
0,9,2
0,9,2
5,9,4
6,3,2
9,7,3
9,7,4
