NN1:,0.4665
NN1p:,0.3772
NN2:,0.6473
NN2p:,0.6379
Para:,0.976

Number of evaluation data: ,10000
Total number of correct results:,9760
Number of results when both subnetworks are right:,994
Number of results when only network1 is wrong:,5349
Number of results when only network2 is wrong:,2769
Number of results when both subnetworks are wrong but the combined network is right:,648

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
4,1,9
7,1,9
4,1,9
8,1,9
6,1,9
4,1,9
7,1,9
8,1,9
3,1,9
2,1,9
3,1,9
2,1,9
2,1,9
2,1,9
7,6,9
0,1,9
6,1,9
3,1,9
5,1,9
8,1,9
6,1,9
8,1,9
2,1,9
6,1,9
7,1,9
7,1,9
7,1,9
2,1,9
0,1,9
3,1,9
6,1,9
6,1,9
4,1,9
2,1,9
7,1,9
3,1,9
5,1,9
4,1,9
7,1,9
7,1,9
3,1,9
4,1,9
5,1,9
7,1,9
6,1,9
3,1,9
5,1,9
2,1,9
2,1,9
3,1,9
8,1,9
7,1,9
2,1,9
5,1,9
2,1,9
4,1,9
5,1,9
5,1,9
2,1,9
2,1,9
8,1,9
7,1,9
8,1,9
4,1,9
7,1,9
7,1,9
5,1,9
2,1,9
2,1,9
8,1,9
7,1,9
7,6,9
4,1,9
0,1,9
7,1,9
4,1,9
7,6,9
4,1,9
3,1,9
7,1,9
7,6,9
4,1,9
8,6,9
6,1,9
7,1,9
3,1,9
4,1,9
4,1,9
3,1,9
7,1,9
7,1,9
7,1,9
5,1,9
5,1,9
7,1,9
2,1,9
4,1,9
2,1,9
7,1,9
7,1,9
2,1,9
7,6,9
4,1,9
2,1,9
7,1,9
8,1,9
8,1,9
0,1,9
7,1,9
7,1,9
2,6,9
7,6,9
8,1,9
6,1,9
2,1,9
3,1,9
4,1,9
3,1,9
4,1,9
5,1,9
4,1,9
5,1,9
4,1,9
2,1,9
7,1,9
7,1,9
7,6,9
7,6,9
2,1,9
2,1,9
6,1,9
7,1,9
6,1,9
2,1,9
5,1,9
7,1,9
5,1,9
