Accuracy on the validation data,0.7993

Number of Type I results,125
Number of Type II results,972
Number of Type III results,473
Number of Type IV results,6423

Ratio of Type IV results to correct results,0.8035781308645065

Details of Type IV results
Input index,rp,r1,r2
0,3,5,7
1,8,9,6
2,8,2,6
3,0,6,6
6,1,4,6
8,3,4,8
9,1,5,4
10,0,6,9
11,9,2,6
14,9,2,6
16,5,0,9
18,8,0,6
19,6,4,8
20,7,1,0
22,4,8,0
23,9,2,6
26,4,1,6
28,9,2,6
30,6,9,8
31,5,2,0
34,9,2,3
38,9,5,6
40,4,6,3
41,6,9,8
42,5,0,9
45,9,2,1
46,3,4,1
48,7,0,5
51,8,9,3
53,3,4,8
54,8,2,6
55,8,6,0
60,7,1,1
62,6,9,8
63,3,2,6
66,1,2,6
67,2,6,0
68,3,9,5
69,7,9,4
70,2,4,6
72,8,2,6
73,8,2,6
75,2,3,9
77,3,2,6
78,3,4,5
79,8,0,3
80,8,2,0
82,1,5,6
83,7,0,5
88,8,2,3
89,9,2,6
90,0,1,6
92,8,0,3
94,4,1,9
95,6,9,1
98,0,4,9
99,7,4,9
100,4,0,5
101,5,1,6
102,6,0,5
103,3,5,8
104,1,0,6
105,1,2,6
106,3,6,5
107,6,4,8
108,8,0,1
109,7,2,5
110,4,0,5
113,2,4,0
114,1,6,0
115,3,4,0
117,4,8,0
120,8,2,6
121,3,2,1
122,1,0,6
123,2,6,6
124,8,9,6
125,0,6,6
126,8,5,6
130,4,6,6
131,1,5,6
132,8,0,3
133,9,2,2
134,1,5,6
135,2,6,6
136,9,2,2
138,2,6,6
141,5,0,0
143,3,4,7
144,8,7,6
148,5,2,2
149,2,4,0
151,9,2,2
152,6,0,3
155,5,6,8
156,2,6,0
157,9,2,3
159,4,7,3
160,2,4,6
163,6,9,8
166,8,7,9
170,9,0,3
173,8,2,0
174,9,2,2
176,3,9,6
177,7,4,5
179,0,2,6
180,0,4,4
182,2,4,6
184,3,8,6
185,8,9,6
187,3,4,6
