NN1:,0.8047
NN1p:,0.6183
NN2:,0.6826
NN2p:,0.6612
Para:,0.9797

Number of evaluation data: ,10000
Total number of correct results:,9797
Number of results when both subnetworks are right:,3745
Number of results when only network1 is wrong:,2833
Number of results when only network2 is wrong:,2404
Number of results when both subnetworks are wrong but the combined network is right:,815

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
9,4,3
9,4,3
9,4,3
7,4,3
9,4,3
0,2,3
9,5,3
6,2,8
9,4,2
9,4,3
1,4,3
9,4,3
9,4,3
7,8,3
9,4,3
0,4,3
0,2,8
0,4,3
7,4,3
9,8,3
0,4,8
0,4,3
6,4,8
9,4,3
6,2,8
2,4,9
9,4,3
0,4,9
6,3,8
9,4,3
7,4,3
7,4,2
7,4,0
9,4,3
7,8,3
0,2,3
9,4,3
0,4,3
9,4,3
6,4,8
6,4,8
9,4,3
7,8,3
9,4,3
6,2,8
9,4,3
6,2,8
9,8,3
9,4,3
7,4,3
9,4,3
9,4,3
9,4,3
6,2,8
9,4,3
7,8,2
6,5,8
0,4,3
7,4,3
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
0,4,3
9,4,3
9,4,3
9,4,3
7,8,3
7,8,3
0,2,3
9,4,3
0,4,3
0,4,3
9,4,3
6,2,8
9,4,3
9,4,3
2,3,1
7,4,3
7,4,3
0,4,3
9,4,3
9,4,3
7,8,2
0,4,3
7,4,3
7,4,2
0,2,3
9,4,3
9,4,3
9,4,3
9,4,3
6,4,9
7,8,3
7,4,3
9,4,3
7,8,3
0,4,3
0,4,3
9,4,3
9,4,3
7,4,3
9,4,3
9,4,3
7,8,3
9,4,3
0,4,3
7,4,3
0,4,3
0,4,9
7,4,3
7,8,3
9,4,3
9,4,3
0,4,9
6,2,8
9,4,3
6,4,8
9,4,3
9,4,3
7,8,3
1,3,4
9,4,3
9,4,3
0,4,3
9,4,3
9,4,3
2,4,7
9,4,3
9,4,3
9,4,3
9,4,3
7,4,0
9,4,3
7,8,2
6,2,8
7,4,3
9,4,3
7,8,3
6,4,8
9,4,3
9,4,3
9,4,3
7,8,2
7,4,3
9,4,3
7,4,2
6,4,8
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
0,4,3
2,4,9
7,4,3
7,4,0
9,4,3
0,4,3
7,4,3
6,2,8
0,4,3
0,4,3
7,4,3
6,2,8
7,4,3
2,4,9
0,4,3
9,4,3
9,4,3
5,4,3
9,4,3
0,4,3
9,4,3
9,4,3
0,4,3
7,4,3
9,4,3
6,2,8
6,2,8
6,4,8
9,4,3
9,4,3
9,4,3
9,4,3
0,2,3
7,4,3
7,4,3
9,4,3
9,4,3
9,4,3
9,4,3
7,4,3
9,4,3
9,4,3
9,4,3
5,4,8
9,4,3
9,8,3
9,4,3
7,4,3
9,4,3
9,4,3
9,4,3
2,4,1
1,5,2
0,4,3
7,8,3
5,4,8
0,2,3
7,8,3
9,4,3
9,4,3
6,2,8
7,4,3
9,4,3
9,4,3
0,4,9
7,4,3
7,8,2
9,4,3
0,2,3
9,4,3
0,4,9
9,4,3
9,8,3
0,4,3
0,4,3
9,4,3
7,4,3
5,4,3
7,8,2
5,4,8
1,3,8
0,4,3
2,8,3
5,4,8
9,4,3
2,4,1
2,4,8
6,2,8
0,4,3
9,4,3
9,4,3
9,4,3
9,4,3
1,5,2
7,4,3
0,2,8
5,4,9
9,4,3
9,4,3
6,2,8
1,4,4
0,4,3
9,4,3
7,4,3
9,4,3
9,4,3
0,4,3
9,4,3
0,4,3
0,2,3
0,2,8
6,2,8
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
6,4,8
6,4,8
9,4,3
9,4,3
9,4,3
7,4,2
9,4,3
9,4,3
0,2,3
9,4,3
9,4,3
7,4,3
9,4,3
9,8,3
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
9,4,3
5,2,8
9,4,3
9,4,3
6,2,8
9,4,3
7,4,3
9,4,3
9,4,3
7,8,3
5,2,3
7,8,3
7,4,3
9,4,3
6,4,8
6,4,8
0,8,3
7,4,3
9,4,3
8,4,9
9,4,3
0,4,9
0,4,3
9,4,3
7,8,3
9,4,3
6,4,8
9,4,3
7,4,2
6,2,8
9,4,3
7,4,3
0,4,3
9,4,3
6,2,8
7,8,2
7,8,3
9,4,3
6,3,8
9,4,3
9,4,3
6,4,8
6,2,8
7,8,3
7,4,3
7,4,3
0,4,3
9,4,3
9,4,3
9,4,3
7,4,3
9,4,3
9,4,3
7,8,3
9,4,3
9,4,3
9,4,3
9,4,3
1,5,8
0,4,3
9,4,3
9,4,3
