NN1:,0.5618
NN1p:,0.6083
NN2:,0.6834
NN2p:,0.6721
Para:,0.9791

Number of evaluation data: ,10000
Total number of correct results:,9791
Number of results when both subnetworks are right:,3312
Number of results when only network1 is wrong:,3351
Number of results when only network2 is wrong:,2735
Number of results when both subnetworks are wrong but the combined network is right:,393

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
4,7,9
4,7,9
4,7,9
0,2,5
7,2,8
4,7,6
4,7,9
4,7,9
4,2,6
4,7,9
4,2,9
7,4,3
4,7,9
2,7,3
1,7,3
4,7,8
4,7,9
4,7,6
1,5,3
7,4,3
8,5,6
4,7,9
6,7,5
4,7,6
4,7,6
4,7,8
4,5,6
4,7,9
1,7,3
4,7,9
4,7,9
4,7,6
1,7,6
4,2,6
1,5,3
3,5,6
4,7,9
0,2,5
4,7,9
4,7,9
7,5,8
1,5,3
2,7,8
4,7,9
1,5,3
4,7,9
1,5,3
4,7,9
2,7,6
1,5,3
4,7,9
2,5,3
7,5,9
4,7,6
4,7,9
1,5,3
1,7,3
4,7,9
1,5,3
4,7,9
4,7,6
4,7,9
4,7,9
4,7,9
4,7,6
3,4,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
1,5,3
4,7,9
4,7,6
8,5,6
4,7,6
7,4,9
4,7,9
5,3,0
4,7,6
4,7,9
4,7,9
4,7,6
4,7,9
4,7,9
0,2,5
4,7,9
1,5,3
2,7,8
4,7,9
4,7,8
4,7,6
4,7,6
1,5,3
5,7,0
0,2,5
4,7,9
0,2,5
3,5,6
0,2,5
1,5,3
7,4,9
1,5,3
4,2,6
7,4,9
1,5,6
0,2,5
5,8,0
8,5,6
4,7,9
4,7,9
0,2,5
1,5,3
4,7,9
4,7,9
4,5,9
4,7,9
4,7,9
4,5,9
4,7,9
2,7,8
4,7,9
4,7,9
7,4,3
4,7,9
4,7,9
4,7,9
4,7,6
2,7,8
4,7,9
4,7,9
3,2,0
4,2,6
3,2,6
4,7,6
1,7,3
3,2,6
2,7,8
2,7,8
4,7,6
4,7,9
1,5,3
1,7,8
1,5,3
2,8,1
5,2,0
1,5,3
4,7,9
1,5,3
4,7,9
2,7,8
4,7,6
4,7,9
1,7,8
1,5,9
4,7,9
4,7,9
1,5,3
0,7,5
0,2,5
4,7,9
6,7,9
4,7,9
4,7,9
4,7,9
4,7,8
5,8,0
4,7,9
4,7,9
4,7,9
4,7,6
4,2,9
4,7,9
1,5,3
4,7,9
4,7,9
1,5,6
4,7,9
4,7,9
4,7,9
1,5,6
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
4,7,9
4,2,6
4,7,9
6,7,5
4,7,8
4,7,9
4,7,9
4,7,9
3,2,8
4,7,9
2,0,8
4,7,9
4,7,9
3,5,0
4,5,9
1,5,9
1,7,3
1,8,6
4,5,9
1,5,3
4,7,8
7,4,9
4,7,6
3,4,0
4,7,9
4,2,6
4,7,9
0,2,5
4,7,9
4,7,9
3,5,6
4,7,6
1,7,6
4,7,9
7,4,9
7,4,9
4,7,6
4,7,9
3,5,0
7,4,3
4,7,9
4,7,9
3,5,6
4,2,6
4,7,9
4,7,6
0,2,5
1,5,3
4,7,9
4,7,6
5,8,0
4,7,9
4,7,9
4,7,9
1,5,3
4,7,8
5,8,0
4,7,9
0,2,5
4,7,9
4,7,9
4,7,9
4,7,6
4,7,9
4,7,9
2,4,3
7,4,9
1,5,3
2,7,3
1,5,3
1,7,3
4,7,8
4,7,6
4,7,6
3,4,1
4,7,9
1,8,6
4,7,9
4,7,9
4,7,6
4,7,9
9,3,0
4,7,6
8,5,6
3,2,8
4,7,9
4,7,9
4,7,9
4,7,6
4,7,9
7,4,9
1,5,3
0,2,5
0,2,5
3,5,1
4,7,9
0,2,5
4,2,9
1,7,8
4,7,9
2,7,3
4,7,6
0,2,8
4,7,9
1,7,6
4,7,9
4,7,9
1,5,3
8,5,3
4,7,6
4,7,6
4,7,9
4,7,8
5,4,0
5,8,0
5,8,0
1,5,3
1,5,9
5,3,0
4,7,9
1,7,3
5,4,0
1,5,3
1,7,3
5,2,0
3,5,6
4,7,6
3,4,0
4,7,9
0,2,6
0,2,5
2,7,6
2,7,8
5,8,0
5,8,6
2,7,8
4,7,9
1,7,3
4,7,9
4,2,9
4,7,9
4,7,9
4,7,6
3,5,8
1,5,6
2,4,3
4,7,6
5,8,0
1,7,3
4,7,9
5,8,0
7,4,9
1,5,8
4,7,8
1,5,3
8,5,6
9,2,8
0,2,5
4,2,9
4,7,9
0,8,6
1,5,3
4,7,6
5,8,0
4,7,6
4,7,6
1,5,6
4,7,6
4,7,9
4,7,9
4,7,9
0,2,5
4,3,6
1,5,6
4,3,6
4,2,6
4,7,6
4,7,6
8,3,6
1,5,8
1,5,8
1,7,6
8,3,6
4,5,9
1,5,6
1,5,3
8,2,6
1,7,8
4,7,9
4,7,8
4,2,9
4,7,8
0,2,9
4,7,9
7,4,9
2,7,3
3,8,8
1,5,3
1,5,3
1,5,3
1,5,3
4,7,6
4,7,6
0,2,5
4,7,6
4,7,6
