NN1:,0.5889
NN1p:,0.5729
NN2:,0.6797
NN2p:,0.7106
Para:,0.9804

Number of evaluation data: ,10000
Total number of correct results:,9804
Number of results when both subnetworks are right:,3470
Number of results when only network1 is wrong:,3581
Number of results when only network2 is wrong:,2218
Number of results when both subnetworks are wrong but the combined network is right:,535

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
2,3,8
2,3,4
2,3,8
9,8,0
2,3,8
6,1,8
2,3,8
9,8,4
2,3,8
2,3,8
3,1,0
2,3,8
2,3,8
2,3,8
2,3,8
2,3,7
8,3,7
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
9,8,7
9,8,7
2,3,8
9,8,7
6,5,8
2,3,8
2,1,8
2,3,8
9,5,7
2,3,8
6,0,8
9,5,7
2,3,8
2,3,8
9,8,7
2,3,8
6,5,8
1,3,6
6,5,8
2,3,8
2,3,8
2,3,4
2,3,4
2,3,7
8,1,5
2,3,8
2,3,8
3,1,5
2,1,8
9,8,0
2,3,8
2,3,8
2,3,7
2,3,8
2,3,8
2,3,0
6,0,8
6,0,8
5,1,3
5,1,3
9,5,4
2,1,8
2,1,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,4
2,3,8
3,1,9
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,4
2,3,8
9,8,3
9,1,4
2,3,8
2,3,8
2,3,8
9,8,7
2,3,4
2,3,4
2,3,4
2,3,8
2,3,6
6,0,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,7
1,3,4
2,3,8
6,0,8
9,8,4
2,3,8
2,3,8
9,8,7
2,3,8
2,3,4
2,1,8
2,3,8
2,3,8
2,3,8
2,3,8
2,3,8
9,8,4
2,3,8
3,1,5
6,5,8
3,1,5
9,8,4
2,3,7
6,0,8
2,3,8
3,1,5
2,3,8
9,5,4
2,3,8
6,3,4
2,5,4
9,8,0
2,3,8
2,3,8
2,1,8
2,3,7
2,5,0
9,8,4
2,3,8
2,1,8
2,3,8
8,3,6
8,9,2
2,3,4
9,5,4
2,1,8
0,5,8
2,3,8
6,5,8
6,5,8
2,3,8
2,3,4
2,3,8
2,3,8
2,3,8
2,3,8
2,1,7
2,3,8
2,3,8
2,3,4
2,3,8
2,3,8
2,3,8
2,1,8
9,8,4
2,3,8
