Accuracy on the validation data,0.7969

Number of Type I results,65
Number of Type II results,1171
Number of Type III results,666
Number of Type IV results,6067

Ratio of Type IV results to correct results,0.7613251348977287

Details of Type IV results
Input index,rp,r1,r2
0,3,9,9
4,6,7,1
5,6,5,1
6,1,2,5
7,6,7,1
9,1,2,3
11,9,8,0
12,5,9,1
13,7,2,2
14,9,3,7
15,8,3,6
16,5,2,9
17,7,1,2
18,8,3,0
20,7,9,0
22,4,6,9
23,9,3,3
25,2,1,1
26,4,1,1
27,0,9,6
28,9,3,7
30,6,9,1
31,5,4,1
32,4,6,7
34,9,4,7
36,4,2,1
37,1,8,3
38,9,3,3
39,5,8,0
40,4,6,7
42,5,8,1
43,6,5,1
45,9,3,0
47,9,2,7
49,6,5,0
50,9,2,1
51,8,4,6
52,0,2,9
53,3,6,7
54,8,6,0
55,8,1,1
60,7,1,8
61,3,6,4
64,6,9,0
65,2,1,7
70,2,0,0
71,6,5,3
72,8,6,6
73,8,6,3
74,0,1,1
75,2,9,7
77,3,6,0
78,3,1,0
79,8,1,0
80,8,3,0
85,5,4,2
88,8,7,6
89,9,3,3
92,8,7,6
94,4,6,9
100,4,6,7
101,5,9,6
103,3,6,1
104,1,2,0
109,7,9,4
110,4,6,1
113,2,7,4
114,1,3,0
115,3,9,1
116,0,6,4
117,4,1,0
118,2,5,9
120,8,6,0
121,3,1,0
122,1,8,2
123,2,5,1
124,8,7,6
126,8,7,0
127,3,6,9
129,2,8,0
130,4,6,0
131,1,2,0
132,8,3,0
133,9,8,3
134,1,3,0
136,9,3,7
137,7,3,1
138,2,1,0
140,6,9,1
141,5,9,3
143,3,2,6
144,8,3,3
145,7,4,3
146,6,7,9
148,5,6,9
151,9,8,0
154,0,6,6
155,5,7,1
156,2,9,9
157,9,8,3
158,5,9,4
159,4,1,1
161,1,9,0
162,6,5,9
163,6,7,9
165,4,0,2
166,8,6,6
167,4,6,1
168,5,6,2
170,9,6,1
171,9,0,3
172,9,8,3
174,9,8,0
175,9,3,3
176,3,6,1
179,0,7,6
180,0,3,7
181,5,2,7
182,2,1,0
183,2,6,6
185,8,6,7
186,6,1,0
189,0,8,6
190,5,2,3
193,1,8,0
198,7,2,4
201,1,7,0
202,8,7,6
203,7,3,0
204,1,3,0
205,3,8,1
207,5,3,1
209,9,3,7
212,5,9,1
214,8,3,1
215,0,9,3
216,7,3,4
217,9,3,3
219,2,6,0
220,7,1,5
222,9,2,7
224,3,9,7
225,9,8,0
230,5,2,9
231,1,3,0
232,5,9,1
233,8,1,0
236,4,1,5
239,5,9,3
240,1,3,0
241,1,3,3
242,8,6,0
243,9,3,3
245,3,2,1
246,1,8,0
248,2,9,1
250,5,3,2
252,9,2,3
253,9,8,3
255,0,9,5
259,9,3,0
261,1,3,0
265,8,6,6
267,4,1,5
269,0,6,3
274,8,6,0
278,4,6,7
279,3,9,7
280,9,3,3
282,6,7,1
283,1,3,0
285,9,3,3
286,1,8,0
288,7,2,0
289,9,3,3
290,1,3,0
291,2,1,0
292,6,7,1
296,6,9,3
301,6,4,7
303,2,1,1
305,1,8,3
307,2,9,7
308,1,3,9
310,8,7,3
313,0,1,3
318,5,4,9
319,5,9,9
322,2,1,7
325,1,2,0
326,7,0,0
328,4,6,7
330,1,2,3
331,9,3,7
333,6,4,1
335,9,3,3
336,3,6,1
337,8,7,3
338,0,7,2
339,7,2,0
342,2,3,7
344,8,6,6
346,4,1,0
349,9,7,0
350,9,3,3
351,1,3,0
354,2,6,9
358,8,3,0
360,9,1,1
361,5,4,9
362,8,6,0
364,9,3,3
366,1,3,0
369,1,3,3
371,7,3,0
372,9,3,3
373,4,6,0
374,2,9,0
375,7,3,0
380,6,5,1
383,9,7,0
385,8,7,0
386,7,1,0
388,2,1,1
389,5,2,1
390,1,8,0
392,6,3,1
394,9,2,7
395,6,1,1
396,2,3,7
397,3,4,0
400,9,2,1
403,8,6,3
404,8,1,6
407,1,8,0
408,8,6,1
409,2,9,7
410,7,3,1
411,9,3,3
412,3,9,5
414,1,9,9
415,9,3,3
417,7,4,6
419,7,3,0
420,4,3,9
421,5,9,1
423,0,6,5
424,2,6,0
425,9,3,7
427,4,1,2
431,5,9,0
435,7,1,0
438,3,2,9
439,1,3,3
440,1,9,0
441,4,0,0
442,9,3,0
443,9,1,3
444,5,4,6
446,5,2,0
447,0,6,2
448,2,9,3
449,2,8,7
450,2,7,1
451,9,8,0
452,7,9,1
453,3,7,4
454,9,3,3
455,4,6,1
458,4,6,1
462,1,3,0
463,4,2,0
465,4,9,1
466,4,2,1
467,3,9,1
472,8,3,6
473,0,6,2
474,5,2,0
475,7,3,1
477,0,6,1
478,5,7,1
479,4,6,7
482,8,6,9
484,5,9,1
486,9,8,3
487,9,3,7
490,1,9,0
492,8,6,3
493,1,8,0
494,1,3,0
498,2,6,4
501,6,9,3
503,4,6,1
504,9,3,3
505,4,1,0
507,9,8,3
508,9,3,6
509,4,6,1
510,5,8,9
513,1,7,0
514,5,2,3
515,3,5,1
516,8,3,0
517,9,3,3
520,5,8,0
521,7,1,0
523,7,9,0
529,6,7,1
530,9,6,7
533,5,2,9
534,6,7,7
536,6,9,1
538,9,2,0
539,0,3,3
540,1,7,0
541,7,9,1
542,6,5,1
543,7,1,1
544,5,2,3
545,9,3,7
546,1,8,0
547,6,7,3
549,5,3,0
550,5,1,1
552,8,1,0
554,9,3,2
556,6,1,1
557,4,6,3
558,3,8,7
559,2,1,4
561,7,3,6
562,6,9,3
563,2,1,0
564,2,6,0
565,3,9,9
566,9,3,7
568,9,7,7
569,2,6,1
572,1,8,0
573,3,1,0
574,6,7,1
575,6,7,7
579,5,8,9
580,4,3,5
582,8,6,6
585,9,3,3
587,4,6,9
588,8,3,3
589,9,3,3
590,6,5,1
591,9,3,3
592,2,1,0
593,6,9,1
594,1,3,0
595,4,1,0
599,3,9,1
600,8,6,7
601,5,2,1
602,0,3,4
604,1,3,0
607,3,9,1
609,9,3,0
611,9,3,0
612,8,7,6
615,8,1,7
616,6,9,0
617,6,5,1
618,2,6,8
621,7,3,0
622,1,9,0
623,2,9,7
624,7,1,5
625,9,8,6
626,9,3,3
628,4,2,1
630,2,6,0
632,6,7,3
633,8,2,9
634,7,3,2
636,8,3,0
642,0,8,1
644,9,8,0
646,3,8,7
647,4,1,0
648,4,6,0
650,3,8,1
651,9,3,7
652,5,9,1
656,1,8,0
657,1,3,9
658,4,2,1
659,1,8,3
660,9,1,7
661,4,3,7
664,3,8,5
666,9,3,0
668,1,3,0
670,6,7,3
671,3,2,1
673,3,9,1
677,1,7,3
681,6,7,1
682,4,1,6
684,9,1,1
686,9,1,7
687,6,2,3
689,0,1,1
690,3,2,1
691,2,1,0
692,2,8,7
695,3,1,1
696,8,6,6
697,2,1,0
698,7,2,8
699,5,1,1
700,7,2,0
701,2,6,5
702,4,7,7
703,8,6,1
705,4,6,1
706,2,6,6
708,8,6,3
709,8,7,6
712,8,6,6
713,7,6,2
714,4,6,7
715,3,9,1
716,3,9,1
718,4,6,7
719,9,3,2
722,8,3,0
723,1,8,0
724,8,6,6
726,1,3,3
727,3,5,4
729,5,8,1
730,4,9,5
733,9,3,2
736,1,3,0
738,1,3,0
741,7,3,0
742,0,6,2
745,7,2,8
747,6,7,1
748,2,7,7
750,9,8,3
752,9,8,0
753,1,2,0
754,2,4,0
756,6,5,7
757,8,6,6
758,2,1,7
759,1,7,0
762,6,5,3
764,1,3,0
765,2,1,0
768,5,1,0
769,4,3,0
772,6,7,7
775,2,3,3
777,6,9,1
780,9,8,7
781,1,3,7
784,7,3,2
786,3,9,9
787,9,3,3
789,8,1,0
797,4,9,1
799,2,6,7
800,7,3,2
801,1,2,0
803,7,1,2
804,4,1,7
805,4,1,1
807,4,6,1
808,7,9,0
810,5,2,4
813,2,9,5
816,9,1,1
820,6,5,8
821,2,1,4
822,0,8,3
823,8,3,0
825,3,6,1
828,5,0,9
829,3,2,1
830,1,7,0
832,2,6,0
833,2,1,1
834,5,2,0
835,4,6,1
838,9,2,7
840,7,3,6
841,0,6,3
842,7,3,1
843,2,6,0
844,1,3,0
845,3,6,0
846,2,7,7
848,2,1,9
849,4,6,1
851,9,3,1
852,8,3,6
854,0,6,8
857,0,6,2
859,8,3,7
860,4,1,7
869,1,8,0
871,1,3,0
872,4,3,1
875,8,6,0
876,4,1,7
877,2,8,9
880,8,6,0
881,4,6,9
884,9,1,3
885,0,6,6
887,1,7,3
889,4,6,8
890,4,3,2
892,7,3,0
894,1,8,0
895,1,3,0
896,3,6,6
897,7,5,0
898,3,2,1
899,5,2,3
901,6,5,3
902,6,7,7
903,5,8,9
904,8,6,0
905,7,3,3
906,1,7,3
907,6,7,7
908,8,2,1
909,8,7,6
910,5,4,1
911,3,6,0
913,4,6,1
914,0,1,7
915,1,3,0
917,8,6,2
918,8,6,0
919,0,3,7
920,6,9,1
921,9,3,3
922,9,1,3
923,9,3,2
924,5,3,0
926,8,6,1
927,6,7,1
931,2,1,0
935,2,1,7
936,2,1,7
937,5,4,3
938,9,8,3
940,9,3,7
942,7,2,8
943,4,6,7
945,3,9,0
947,1,3,7
949,8,3,0
951,9,3,2
954,4,2,8
958,7,3,8
959,8,3,7
960,9,3,0
961,1,9,5
962,1,3,0
963,6,7,3
964,6,1,1
965,6,7,3
966,6,3,9
967,9,1,3
968,1,3,0
969,9,3,3
972,2,1,0
973,1,3,0
974,7,2,4
976,6,3,0
