Accuracy on the validation data,0.7898

Number of Type I results,23
Number of Type II results,312
Number of Type III results,486
Number of Type IV results,7077

Ratio of Type IV results to correct results,0.8960496328184351

Details of Type IV results
Input index,rp,r1,r2
1,8,2,3
2,8,6,3
3,0,3,6
4,6,8,0
5,6,2,2
10,0,3,7
11,9,2,7
12,5,8,7
13,7,3,6
15,8,2,4
16,5,8,8
18,8,9,3
19,6,8,0
20,7,3,9
22,4,9,7
23,9,8,7
25,2,8,0
26,4,7,6
27,0,7,7
29,6,1,2
30,6,1,7
31,5,9,8
33,5,8,7
36,4,9,9
38,9,8,6
39,5,8,7
40,4,9,1
41,6,4,0
42,5,8,2
43,6,8,9
44,0,9,7
45,9,8,6
48,7,3,9
49,6,5,8
50,9,7,7
51,8,2,7
53,3,0,7
54,8,6,3
55,8,3,7
56,7,4,6
59,6,8,0
60,7,5,6
62,6,8,0
63,3,2,9
64,6,8,8
65,2,8,6
66,1,2,7
67,2,9,3
69,7,6,2
71,6,1,7
72,8,9,3
73,8,2,9
74,0,3,3
75,2,6,1
79,8,9,4
80,8,2,3
81,1,2,4
82,1,2,6
83,7,3,3
84,2,6,8
88,8,3,3
89,9,2,5
90,0,2,3
91,3,6,6
92,8,6,4
93,6,8,8
94,4,3,6
96,6,8,0
97,0,9,7
98,0,7,8
99,7,2,9
101,5,9,4
102,6,8,4
104,1,2,6
105,1,0,4
106,3,9,8
107,6,8,2
108,8,2,3
109,7,6,6
110,4,3,2
111,0,9,8
112,6,5,8
113,2,7,6
114,1,2,7
116,0,3,7
117,4,3,3
119,7,3,4
120,8,9,3
121,3,1,5
123,2,8,8
124,8,6,6
126,8,3,3
127,3,1,7
130,4,3,0
131,1,2,3
132,8,9,3
133,9,8,5
134,1,8,4
135,2,3,8
136,9,4,7
137,7,0,1
138,2,1,8
140,6,8,8
141,5,8,4
142,6,8,8
143,3,6,8
146,6,1,7
148,5,7,9
150,8,2,6
151,9,1,4
152,6,8,4
153,0,9,6
155,5,9,8
156,2,0,8
157,9,8,7
159,4,3,1
161,1,2,3
166,8,3,3
167,4,5,2
170,9,8,4
171,9,8,6
174,9,2,5
175,9,8,6
177,7,3,9
179,0,6,6
180,0,2,7
181,5,9,9
182,2,9,8
183,2,7,0
185,8,9,3
186,6,8,7
190,5,7,1
191,8,2,3
193,1,2,4
194,7,6,9
196,8,2,3
197,8,2,2
198,7,9,9
200,5,8,8
202,8,2,1
203,7,8,9
204,1,2,7
205,3,0,6
206,0,3,3
207,5,7,4
208,7,3,9
209,9,2,7
212,5,8,4
214,8,9,0
217,9,2,6
220,7,3,9
222,9,2,0
225,9,1,7
227,4,9,7
229,6,4,8
231,1,2,4
232,5,8,9
233,8,2,3
234,8,2,3
235,0,9,7
236,4,8,5
239,5,3,7
240,1,2,3
242,8,9,3
244,0,3,7
246,1,2,6
248,2,3,1
249,2,3,6
250,5,8,8
251,3,8,9
252,9,2,0
254,4,8,6
255,0,9,8
257,0,9,3
259,9,8,4
260,8,0,3
261,1,2,7
263,7,8,9
267,4,3,5
268,7,3,9
270,2,6,8
272,6,2,0
273,3,7,6
274,8,3,3
276,0,2,7
278,4,7,6
280,9,2,7
281,0,2,3
282,6,8,8
283,1,2,6
285,9,8,6
286,1,2,0
289,9,8,6
290,1,2,7
291,2,7,9
292,6,8,2
295,4,3,0
296,6,4,4
297,0,9,3
298,0,9,7
299,6,2,9
300,6,1,2
303,2,9,8
304,6,8,8
305,1,2,4
307,2,7,0
310,8,2,4
313,0,3,7
314,4,1,8
315,0,3,7
317,7,0,9
318,5,8,8
319,5,9,9
321,5,3,4
322,2,7,8
325,1,2,0
326,7,0,9
327,5,3,8
329,6,8,0
330,1,2,6
331,9,2,4
333,6,1,8
334,6,8,8
335,9,2,7
337,8,3,4
338,0,9,8
339,7,9,9
340,2,4,8
341,6,4,2
342,2,7,4
343,5,8,7
345,5,3,9
347,6,8,2
348,8,9,4
349,9,2,7
350,9,2,4
351,1,2,7
352,0,2,3
353,2,9,9
354,2,8,8
357,2,3,9
358,8,2,6
359,0,9,8
360,9,2,7
361,5,9,8
362,8,9,3
364,9,2,4
365,4,7,8
366,1,9,4
367,3,4,9
369,1,2,7
370,4,8,0
371,7,3,9
372,9,8,4
373,4,9,1
374,2,6,8
375,7,0,9
377,7,8,9
379,6,1,0
380,6,8,0
381,9,2,4
382,0,3,4
383,9,2,3
385,8,9,3
386,7,3,9
387,2,9,8
389,5,3,8
390,1,2,4
391,2,9,1
395,6,8,2
396,2,9,8
398,0,2,6
400,9,8,8
401,8,2,4
402,7,3,9
403,8,3,3
404,8,9,1
406,0,2,3
407,1,2,6
408,8,2,3
409,2,7,8
410,7,3,9
411,9,2,3
412,3,9,9
413,6,8,2
414,1,9,5
415,9,2,4
417,7,9,9
421,5,3,9
423,0,9,3
424,2,0,0
425,9,2,7
429,6,8,8
431,5,8,2
432,3,8,4
435,7,3,6
436,2,8,8
437,5,8,9
438,3,8,9
440,1,2,4
442,9,2,7
444,5,8,2
445,7,4,2
446,5,8,8
447,0,9,7
448,2,9,8
449,2,9,1
452,7,3,9
453,3,8,9
454,9,2,7
455,4,5,9
457,5,9,2
458,4,3,0
461,6,8,8
462,1,5,7
463,4,7,1
465,4,8,6
468,7,6,2
471,7,6,6
472,8,9,3
473,0,9,9
474,5,3,4
475,7,3,9
476,6,4,0
478,5,9,8
481,6,8,2
482,8,9,3
484,5,7,9
486,9,8,4
487,9,2,4
488,5,7,1
489,0,3,3
490,1,9,4
491,0,3,7
493,1,2,4
494,1,2,6
495,8,9,6
496,0,2,7
497,2,7,8
498,2,7,0
499,0,9,8
500,4,1,0
501,6,8,8
502,5,9,8
503,4,8,6
506,7,9,9
507,9,2,6
509,4,3,5
510,5,8,2
511,6,8,2
512,6,8,9
513,1,2,8
514,5,9,4
515,3,8,2
516,8,9,3
517,9,2,4
519,8,1,4
520,5,7,9
522,0,2,6
523,7,2,9
524,0,2,7
525,5,7,1
527,0,9,7
528,4,5,3
529,6,0,8
531,0,2,8
533,5,9,9
535,6,8,0
536,6,8,2
540,1,2,4
541,7,3,1
543,7,3,2
544,5,9,7
546,1,2,3
548,2,6,0
550,5,6,4
552,8,9,0
554,9,2,5
555,4,0,1
556,6,8,8
557,4,3,7
559,2,9,8
560,0,9,3
561,7,9,9
562,6,2,2
564,2,6,8
565,3,9,2
566,9,2,6
568,9,2,8
569,2,0,0
570,6,8,8
571,7,3,9
572,1,2,3
574,6,1,8
575,6,8,2
576,8,2,3
577,9,8,8
578,7,3,9
579,5,7,8
580,4,1,0
581,0,3,3
582,8,2,3
583,4,5,6
584,0,2,3
585,9,2,6
587,4,5,1
588,8,2,1
589,9,2,7
590,6,8,8
592,2,7,8
593,6,8,0
594,1,2,7
595,4,5,1
596,7,3,2
597,3,0,8
599,3,8,7
601,5,9,4
602,0,2,7
603,2,6,7
604,1,2,4
605,6,8,0
606,4,1,7
609,9,8,5
610,6,8,7
611,9,2,4
613,8,2,3
614,5,9,8
615,8,0,4
616,6,5,0
617,6,8,8
619,1,2,6
620,7,6,2
621,7,9,3
622,1,9,4
623,2,7,3
624,7,2,9
625,9,2,4
626,9,2,7
627,4,9,5
628,4,3,9
629,1,3,7
631,5,9,8
632,6,0,8
634,7,6,9
635,6,8,8
636,8,2,4
637,3,2,8
638,0,2,6
641,3,0,5
642,0,6,8
643,7,3,6
644,9,2,3
645,1,2,7
647,4,0,6
648,4,3,9
653,6,5,2
654,9,2,6
655,2,0,5
656,1,2,4
657,1,2,4
658,4,0,6
660,9,8,5
662,7,3,9
663,6,0,7
664,3,5,5
666,9,8,6
667,0,9,6
670,6,4,8
672,6,2,4
673,3,8,8
675,0,2,7
678,0,4,8
679,5,8,9
681,6,1,2
682,4,3,6
684,9,2,0
686,9,0,0
689,0,9,7
691,2,9,8
693,7,3,2
694,8,9,4
695,3,1,9
697,2,9,8
698,7,3,9
699,5,9,9
700,7,9,6
702,4,7,6
703,8,9,3
704,7,0,6
706,2,9,8
713,7,6,9
714,4,3,0
718,4,9,1
721,8,9,4
722,8,6,3
723,1,2,4
724,8,2,4
726,1,2,4
727,3,4,8
728,6,4,0
729,5,9,9
732,7,0,6
735,4,0,6
736,1,9,6
738,1,2,7
741,7,3,9
742,0,9,6
743,7,0,9
745,7,9,9
746,6,0,5
747,6,1,8
748,2,7,0
750,9,2,4
752,9,8,3
753,1,2,6
754,2,7,6
755,2,9,1
756,6,2,2
757,8,6,1
758,2,6,8
759,1,5,4
762,6,8,0
763,0,9,3
764,1,2,4
765,2,9,8
768,5,7,9
769,4,9,8
770,6,8,2
774,0,9,7
775,2,7,6
777,6,8,2
778,0,2,4
779,5,8,8
780,9,8,7
781,1,2,7
782,7,3,6
783,6,8,7
784,7,0,9
785,0,2,3
786,3,0,9
789,8,2,3
791,0,9,7
794,7,9,0
798,7,8,6
800,7,3,9
801,1,2,6
804,4,2,6
805,4,3,8
806,8,9,6
807,4,8,6
808,7,8,2
809,7,9,9
810,5,7,7
812,7,9,9
813,2,9,1
814,0,2,6
815,8,6,3
818,8,2,7
819,3,4,8
820,6,9,1
821,2,3,8
822,0,3,3
823,8,9,3
824,7,3,9
827,6,1,7
828,5,7,7
829,3,9,9
832,2,9,8
835,4,1,1
836,1,2,7
837,2,3,8
839,2,9,8
840,7,3,9
841,0,2,6
842,7,3,9
843,2,0,8
846,2,6,8
847,0,3,6
848,2,6,0
849,4,8,6
850,7,8,6
851,9,8,7
852,8,2,3
854,0,3,7
855,7,6,0
856,7,3,9
857,0,9,8
858,7,3,9
859,8,1,9
860,4,7,5
861,6,8,2
863,3,8,8
864,0,9,6
865,1,2,4
867,7,3,6
868,0,9,6
869,1,9,4
870,3,9,8
871,1,2,4
872,4,5,1
873,2,9,6
874,3,5,8
876,4,3,6
877,2,7,8
879,7,9,9
880,8,9,7
883,0,4,7
884,9,8,7
885,0,3,7
887,1,8,7
890,4,7,6
891,6,4,0
894,1,2,3
895,1,2,7
896,3,2,9
897,7,9,9
898,3,8,9
899,5,3,9
901,6,8,7
903,5,9,2
906,1,2,6
907,6,1,0
909,8,6,4
913,4,3,9
914,0,9,7
915,1,2,4
917,8,9,3
918,8,2,3
919,0,4,1
921,9,2,4
922,9,4,2
924,5,6,4
925,5,6,7
926,8,9,3
927,6,8,8
928,0,9,8
929,0,2,3
930,4,7,7
931,2,9,8
932,3,4,7
934,7,3,9
935,2,6,3
936,2,6,8
937,5,7,9
939,8,9,3
940,9,2,4
944,0,9,6
946,0,9,1
947,1,2,6
949,8,9,3
950,3,9,9
951,9,2,7
954,4,8,9
955,7,3,9
958,7,3,4
960,9,2,8
961,1,2,3
962,1,2,3
963,6,8,0
964,6,8,0
965,6,8,7
966,6,8,8
967,9,2,6
968,1,2,7
969,9,2,6
970,9,2,7
971,4,5,7
973,1,2,4
975,0,2,6
976,6,8,2
977,8,9,3
978,1,8,4
979,9,2,7
980,2,8,8
983,4,3,5
984,7,3,9
985,8,2,3
987,1,2,4
988,2,6,4
989,0,9,8
990,1,2,7
991,5,7,8
992,8,2,3
995,3,7,2
996,8,9,3
997,1,2,3
999,8,9,4
1000,5,8,9
1001,0,2,6
1003,4,0,9
1004,8,9,3
1005,1,2,6
1006,1,0,7
1007,8,9,3
1008,9,8,4
1010,0,9,7
1011,8,6,1
1012,6,2,7
1013,1,2,6
1014,3,8,4
1015,4,8,0
1016,1,2,4
1017,6,4,0
1018,0,9,7
1020,1,2,4
1022,0,2,7
1025,5,9,4
1027,0,2,6
1028,6,1,0
1029,6,8,2
1031,3,5,4
1037,7,9,9
1038,2,6,0
1039,2,7,0
1041,5,8,4
1043,2,9,0
1045,5,8,1
1046,2,7,6
1047,1,2,4
1048,1,2,7
1052,0,9,7
1054,1,2,4
1055,5,9,8
1056,3,0,9
1058,6,8,3
1059,8,9,1
1061,1,5,4
1062,6,8,8
1063,4,3,7
1065,3,2,7
1067,0,3,7
1068,9,2,6
1069,6,8,0
1070,3,0,9
1071,6,8,0
1073,7,3,9
1075,8,2,3
1076,0,2,7
1077,0,9,7
1078,0,9,4
1079,6,1,0
1080,6,8,7
1081,6,4,0
1083,2,6,8
1085,4,7,7
1086,4,3,9
1087,6,8,8
1089,6,8,0
1090,0,8,7
1091,8,9,3
1092,6,8,8
1095,2,0,4
1096,7,3,9
1097,5,8,8
1098,1,2,7
1099,2,7,8
1101,8,9,3
1102,8,2,3
1103,0,3,8
1104,9,2,4
1106,9,8,7
1107,7,2,9
