NN1:,0.4833
NN1p:,0.4754
NN2:,0.6344
NN2p:,0.5265
Para:,0.9736

Number of evaluation data: ,10000
Total number of correct results:,9736
Number of results when both subnetworks are right:,1712
Number of results when only network1 is wrong:,3523
Number of results when only network2 is wrong:,3033
Number of results when both subnetworks are wrong but the combined network is right:,1468

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
9,6,5
4,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
4,6,5
9,6,5
8,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
4,6,5
7,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
8,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
7,6,5
0,6,5
9,6,5
9,6,5
0,6,5
9,6,5
3,6,5
3,6,5
9,6,5
9,6,5
9,6,5
3,6,5
8,6,5
8,6,5
2,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
9,6,5
8,6,5
3,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
4,6,5
1,6,5
9,6,5
4,6,5
4,6,5
4,6,5
9,6,5
7,6,5
3,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
9,6,5
3,6,5
4,6,5
8,6,5
7,6,5
9,6,5
9,6,5
9,6,5
2,6,5
4,6,5
9,6,5
9,6,5
2,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
2,6,5
9,6,5
9,6,5
9,6,5
8,6,5
2,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
9,6,5
0,6,5
4,6,5
3,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
4,6,5
3,6,5
7,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
8,6,5
4,6,5
4,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
4,6,5
8,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
7,6,5
9,6,5
2,6,5
9,6,5
9,6,5
2,6,5
9,6,5
4,6,5
4,6,5
9,6,5
9,6,5
3,6,5
9,6,5
9,6,5
9,6,5
7,6,5
9,6,5
9,6,5
9,6,5
2,6,5
9,6,5
3,6,5
9,6,5
2,6,5
4,6,5
9,6,5
8,6,5
4,6,5
9,6,5
9,6,5
1,6,5
4,6,5
4,6,5
9,6,5
0,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
2,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
9,6,5
2,6,5
9,6,5
3,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
8,6,5
4,6,5
9,6,5
2,6,5
9,6,5
3,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
2,6,5
3,6,5
4,6,5
3,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
8,6,5
9,6,5
9,6,5
9,6,5
2,6,5
3,6,5
9,6,5
3,6,5
9,6,5
9,6,5
3,6,5
9,6,5
9,6,5
0,6,5
9,6,5
9,6,5
9,6,5
1,6,5
4,6,5
9,6,5
9,6,5
0,6,5
3,6,5
1,6,5
3,6,5
7,6,5
8,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
1,6,5
3,6,5
2,6,5
9,6,5
9,6,5
4,6,5
9,6,5
2,6,5
9,6,5
8,6,5
4,6,5
2,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
0,6,5
4,6,5
3,6,5
9,6,5
9,6,5
3,6,5
4,6,5
9,6,5
8,6,5
9,6,5
9,6,5
9,6,5
2,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
1,6,5
9,6,5
4,6,5
9,6,5
4,6,5
9,6,5
2,6,5
7,6,5
9,6,5
3,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
4,6,5
9,6,5
9,6,5
9,6,5
2,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
4,6,5
9,6,5
9,6,5
1,6,5
8,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
3,6,5
7,6,5
9,6,5
7,6,5
9,6,5
9,6,5
8,6,5
1,6,5
9,6,5
7,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
0,6,5
9,6,5
2,6,5
4,6,5
9,6,5
9,6,5
9,6,5
2,6,5
7,6,5
9,6,5
1,6,5
8,6,5
9,6,5
3,6,5
9,6,5
1,6,5
9,6,5
7,6,5
2,6,5
9,6,5
9,6,5
7,6,5
2,6,5
2,6,5
9,6,5
9,6,5
4,6,5
9,6,5
2,6,5
9,6,5
9,6,5
8,6,5
2,6,5
3,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
9,6,5
1,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
1,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
2,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
2,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
7,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
4,6,5
9,6,5
9,6,5
3,6,5
2,6,5
9,6,5
9,6,5
7,6,5
9,6,5
9,6,5
4,6,5
8,6,5
9,6,5
9,6,5
2,6,5
4,6,5
9,6,5
9,6,5
9,6,5
8,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
3,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
4,6,5
3,6,5
1,6,5
9,6,5
4,6,5
4,6,5
9,6,5
4,6,5
9,6,5
1,6,5
9,6,5
4,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
8,6,5
9,6,5
9,6,5
4,6,5
9,6,5
4,6,5
3,6,5
8,6,5
4,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
9,6,5
3,6,5
9,6,5
8,6,5
8,6,5
9,6,5
8,6,5
4,6,5
3,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
7,6,5
7,6,5
9,6,5
1,6,5
9,6,5
9,6,5
9,6,5
2,6,5
9,6,5
7,6,5
4,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
8,6,5
9,6,5
4,6,5
8,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
2,6,5
9,6,5
9,6,5
8,6,5
9,6,5
9,6,5
8,6,5
9,6,5
9,6,5
9,6,5
8,6,5
9,6,5
8,6,5
4,6,5
4,6,5
4,6,5
9,6,5
9,6,5
9,6,5
4,6,5
1,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
2,6,5
9,6,5
2,6,5
9,6,5
1,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
8,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
2,6,5
4,6,5
9,6,5
3,6,5
9,6,5
9,6,5
3,6,5
0,6,5
9,6,5
4,6,5
3,6,5
9,6,5
4,6,5
9,6,5
2,6,5
9,6,5
9,6,5
4,6,5
4,6,5
3,6,5
9,6,5
3,6,5
9,6,5
0,6,5
9,6,5
9,6,5
4,6,5
3,6,5
9,6,5
7,6,5
9,6,5
4,6,5
3,6,5
3,6,5
8,6,5
9,6,5
4,6,5
4,6,5
4,6,5
8,6,5
1,6,5
8,6,5
4,6,5
0,6,5
9,6,5
1,6,5
8,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
8,6,5
8,6,5
3,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
8,6,5
9,6,5
8,6,5
8,6,5
2,6,5
2,6,5
9,6,5
9,6,5
4,6,5
9,6,5
8,6,5
9,6,5
9,6,5
8,6,5
9,6,5
9,6,5
8,6,5
9,6,5
8,6,5
9,6,5
9,6,5
1,6,5
9,6,5
4,6,5
4,6,5
9,6,5
9,6,5
4,6,5
2,6,5
9,6,5
8,6,5
9,6,5
9,6,5
7,6,5
9,6,5
9,6,5
9,6,5
4,6,5
4,6,5
7,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
0,6,5
4,6,5
9,6,5
0,6,5
1,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
9,6,5
9,6,5
8,6,5
9,6,5
4,6,5
9,6,5
9,6,5
9,6,5
9,6,5
9,6,5
4,6,5
8,6,5
3,6,5
8,6,5
9,6,5
8,6,5
3,6,5
9,6,5
9,6,5
9,6,5
3,6,5
9,6,5
8,6,5
