NN1:,0.2302
NN1p:,0.4791
NN2:,0.5764
NN2p:,0.8043
Para:,0.979

Number of evaluation data: ,10000
Total number of correct results:,9790
Number of results when both subnetworks are right:,3532
Number of results when only network1 is wrong:,4483
Number of results when only network2 is wrong:,1229
Number of results when both subnetworks are wrong but the combined network is right:,546

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
7,4,1
7,2,9
7,2,3
7,8,1
7,8,1
9,8,6
7,2,9
3,1,8
7,4,3
7,2,9
7,4,1
0,6,9
3,2,9
7,2,9
7,4,0
4,8,6
9,8,3
3,8,5
6,1,8
7,1,1
9,4,7
7,2,3
3,1,5
9,4,3
7,2,1
7,2,1
7,2,3
9,8,3
9,8,0
9,4,0
7,2,3
7,2,1
7,1,8
9,8,3
7,2,3
9,8,3
7,2,3
9,8,3
7,4,1
7,4,3
7,2,3
7,2,3
7,2,3
7,2,3
9,8,3
7,2,9
4,1,6
7,2,1
7,2,9
9,4,3
7,2,1
7,2,3
7,2,3
7,2,3
7,2,3
7,2,3
7,2,9
7,2,9
7,2,9
7,2,9
4,8,6
7,4,3
7,4,1
7,2,9
7,2,9
7,8,3
7,4,3
9,8,3
9,8,3
7,2,3
7,2,3
7,4,3
7,2,9
9,4,3
9,4,3
4,8,6
7,4,3
7,2,9
7,2,9
7,2,9
7,2,1
4,8,6
4,8,6
7,4,3
7,2,1
7,4,1
0,6,9
7,2,1
7,2,3
7,2,1
7,2,9
7,2,9
7,2,9
4,8,3
7,2,3
9,4,3
7,2,3
7,2,3
4,8,6
4,1,6
7,2,3
7,4,3
7,4,0
7,2,3
9,4,3
9,8,0
7,2,9
3,2,8
7,4,3
7,2,9
9,8,3
7,2,9
7,2,3
2,4,0
7,4,3
9,4,3
9,4,3
9,4,3
5,1,6
9,8,6
7,4,1
7,8,0
7,4,1
7,4,1
7,4,1
7,4,1
7,2,9
7,2,3
7,4,1
9,4,3
7,4,0
9,1,3
9,8,0
9,4,3
7,4,1
9,4,3
3,4,8
0,6,9
9,4,3
9,4,3
9,4,3
3,2,9
9,8,6
7,4,1
9,4,3
7,2,3
9,1,3
7,4,3
7,2,8
7,2,9
7,4,1
7,4,3
7,2,3
9,4,3
7,2,9
9,4,3
7,2,3
7,2,3
9,8,3
7,2,9
7,2,3
7,4,9
9,4,3
4,8,6
9,8,6
7,2,3
7,2,3
2,1,8
9,8,6
9,8,3
2,8,6
7,2,3
9,4,3
7,4,0
9,4,0
7,2,3
9,4,3
7,2,1
7,2,8
5,1,6
2,8,1
2,8,1
2,8,0
7,2,3
7,4,0
3,1,8
7,4,1
4,8,6
7,2,3
7,2,3
9,1,3
7,2,9
9,4,3
9,4,0
7,2,9
9,4,3
7,2,3
9,4,3
7,2,1
9,8,3
7,4,1
2,3,4
4,8,6
7,4,3
4,8,6
9,8,3
4,8,6
7,4,3
9,4,3
7,2,1
7,2,3
9,4,3
3,2,4
7,2,3
7,2,3
7,4,1
7,2,9
7,2,3
5,6,1
7,2,9
2,8,6
7,2,3
9,4,3
7,2,8
5,6,8
7,2,1
9,4,3
7,2,3
7,2,9
5,1,3
9,4,3
8,4,3
7,2,9
7,2,8
7,4,3
7,2,3
7,2,9
7,2,3
7,2,9
7,2,3
9,4,3
9,4,3
7,2,9
7,4,0
7,2,3
7,2,9
7,8,1
7,2,3
9,4,3
9,4,3
9,4,3
7,2,1
9,4,3
7,4,1
9,4,3
7,2,3
7,4,1
9,4,3
9,8,3
7,2,3
7,2,3
7,4,3
7,2,3
9,2,3
7,8,1
7,4,3
7,4,3
9,4,3
7,2,3
9,1,3
9,1,3
7,4,3
9,4,3
7,4,1
9,4,3
5,8,6
6,3,4
7,2,1
7,2,9
9,8,6
4,8,6
7,4,9
7,8,1
7,2,1
9,4,3
7,4,6
7,2,9
7,2,3
7,2,3
7,2,3
7,2,3
4,8,6
7,2,3
2,6,4
9,8,3
7,2,3
7,2,9
7,2,8
7,4,1
9,8,8
8,4,0
7,4,3
7,2,9
7,2,3
7,2,1
7,2,3
9,1,3
7,2,3
7,2,9
7,2,3
9,8,0
9,4,3
4,8,6
7,8,9
7,2,3
9,4,3
9,8,3
