Accuracy on the validation data,0.7735

Number of Type I results,67
Number of Type II results,319
Number of Type III results,1014
Number of Type IV results,6335

Ratio of Type IV results to correct results,0.8190045248868778

Details of Type IV results
Input index,rp,r1,r2
0,3,0,1
1,8,6,6
2,8,5,4
3,0,6,4
4,6,1,3
6,1,5,3
8,3,5,8
9,1,6,2
10,0,5,3
11,9,5,2
13,7,5,4
14,9,6,6
15,8,9,4
17,7,5,4
18,8,0,7
19,6,8,3
20,7,5,4
21,0,9,4
22,4,5,3
23,9,6,2
25,2,5,6
27,0,5,4
28,9,6,2
30,6,8,3
31,5,6,8
32,4,5,6
38,9,5,2
44,0,6,4
45,9,6,4
46,3,6,4
47,9,6,6
48,7,5,6
50,9,6,3
51,8,0,4
53,3,0,6
54,8,0,4
55,8,0,4
56,7,5,4
60,7,5,4
63,3,6,6
64,6,5,4
65,2,0,4
66,1,6,3
67,2,5,4
69,7,5,4
72,8,0,4
73,8,0,4
74,0,6,6
75,2,6,4
77,3,8,4
79,8,0,7
80,8,0,4
81,1,6,2
82,1,6,3
83,7,6,4
84,2,6,4
85,5,9,6
86,2,5,4
88,8,6,3
89,9,6,4
92,8,6,7
94,4,6,8
96,6,5,8
98,0,1,4
99,7,6,4
100,4,5,8
102,6,5,2
103,3,6,4
104,1,2,2
105,1,6,2
107,6,0,3
108,8,5,3
109,7,5,4
110,4,0,3
111,0,5,4
113,2,0,4
114,1,6,4
115,3,5,4
116,0,5,4
117,4,0,2
120,8,6,3
122,1,6,3
123,2,5,6
127,3,5,4
129,2,6,4
130,4,9,8
131,1,6,3
132,8,6,2
133,9,8,6
134,1,5,3
135,2,5,4
136,9,5,2
137,7,5,6
143,3,5,4
144,8,0,4
145,7,6,4
146,6,5,4
149,2,5,4
150,8,5,6
151,9,5,2
153,0,4,4
154,0,6,4
156,2,6,4
157,9,0,1
158,5,6,4
160,2,5,4
161,1,2,3
163,6,5,3
167,4,1,3
170,9,5,2
171,9,0,8
172,9,4,1
173,8,5,4
174,9,0,2
175,9,5,6
176,3,6,8
177,7,5,4
180,0,6,3
182,2,6,6
185,8,0,4
186,6,2,4
187,3,6,4
189,0,5,4
190,5,6,6
192,0,6,8
193,1,2,4
194,7,6,4
196,8,4,2
198,7,5,4
200,5,6,2
201,1,6,4
202,8,0,4
203,7,5,2
204,1,5,3
205,3,8,4
207,5,6,6
208,7,5,4
209,9,1,1
213,9,5,2
214,8,5,4
215,0,6,4
216,7,0,4
217,9,6,4
219,2,5,3
220,7,6,2
222,9,6,6
223,4,9,3
225,9,6,6
231,1,5,3
233,8,5,6
234,8,6,6
235,0,5,4
236,4,6,8
238,5,6,2
239,5,6,6
240,1,6,3
241,1,6,3
242,8,6,4
243,9,6,4
244,0,5,4
246,1,8,4
248,2,5,4
251,3,5,4
252,9,5,6
253,9,6,4
255,0,6,4
256,3,1,4
257,0,6,8
260,8,0,2
261,1,5,3
264,0,6,3
265,8,0,6
267,4,5,8
268,7,5,4
269,0,6,6
270,2,5,4
274,8,0,6
276,0,5,7
278,4,6,2
280,9,6,4
283,1,6,3
284,0,6,4
285,9,0,2
286,1,5,4
288,7,5,4
289,9,6,6
290,1,4,4
291,2,5,4
294,3,5,4
299,6,0,8
302,3,6,6
304,6,0,8
305,1,6,4
307,2,6,4
308,1,5,2
311,6,5,4
315,0,6,2
316,7,5,6
317,7,6,4
319,5,6,1
320,3,8,4
322,2,5,4
324,4,6,3
325,1,4,3
326,7,6,8
327,5,6,3
328,4,5,1
330,1,2,3
331,9,6,4
332,3,0,4
336,3,6,4
337,8,0,6
339,7,5,4
340,2,5,3
341,6,0,8
342,2,5,4
344,8,0,4
346,4,5,2
347,6,0,2
349,9,5,4
350,9,6,2
351,1,5,3
352,0,6,4
353,2,5,6
357,2,4,6
358,8,5,4
360,9,5,2
362,8,0,4
363,1,2,3
364,9,5,6
365,4,5,2
366,1,5,3
369,1,5,3
370,4,6,7
371,7,6,4
372,9,6,2
374,2,5,4
375,7,6,4
377,7,8,6
379,6,5,3
380,6,0,3
381,9,6,6
382,0,9,6
386,7,5,4
387,2,6,4
388,2,6,8
390,1,6,3
391,2,1,4
392,6,5,3
394,9,5,6
398,0,5,4
400,9,5,2
402,7,5,4
403,8,5,3
404,8,5,6
405,4,8,8
406,0,5,8
407,1,4,3
408,8,6,3
409,2,0,4
410,7,6,4
412,3,6,4
413,6,5,3
414,1,5,3
415,9,6,4
416,0,6,6
419,7,0,4
420,4,8,3
423,0,5,8
424,2,5,6
425,9,6,4
427,4,5,8
430,2,6,6
431,5,0,6
432,3,5,8
433,7,5,3
435,7,5,4
440,1,5,3
441,4,0,8
442,9,5,4
443,9,6,2
445,7,5,8
447,0,5,4
448,2,5,4
449,2,5,4
451,9,8,2
452,7,6,8
453,3,6,4
454,9,5,4
455,4,6,8
460,5,3,6
461,6,5,3
462,1,4,3
463,4,6,3
464,3,0,4
465,4,5,8
466,4,6,2
467,3,6,4
469,8,5,6
471,7,6,4
472,8,0,4
475,7,6,4
477,0,6,4
478,5,6,6
479,4,6,8
481,6,5,3
484,5,0,1
486,9,6,2
487,9,6,4
489,0,5,6
490,1,6,3
491,0,6,6
493,1,6,4
494,1,2,3
