NN1:,0.3874
NN1p:,0.8969
NN2:,0.2078
NN2p:,0.4723
Para:,0.9777

Number of evaluation data: ,10000
Total number of correct results:,9777
Number of results when both subnetworks are right:,4088
Number of results when only network1 is wrong:,603
Number of results when only network2 is wrong:,4844
Number of results when both subnetworks are wrong but the combined network is right:,242

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
3,9,0
5,4,0
4,3,9
3,8,0
3,8,0
6,8,0
6,1,0
7,0,9
9,3,0
6,4,0
6,7,0
7,0,1
2,8,0
3,9,0
6,8,0
7,0,1
1,2,7
6,4,0
6,4,0
6,1,0
3,9,0
3,8,0
5,9,0
4,0,9
4,0,9
6,4,0
5,3,0
4,0,9
4,7,9
3,9,0
4,0,9
3,2,0
4,0,9
4,6,9
7,9,1
4,2,9
6,4,0
4,5,9
4,2,9
5,0,0
4,6,9
5,8,0
6,4,0
6,1,0
4,8,9
4,8,9
6,4,0
7,9,1
4,2,9
6,4,0
6,8,0
5,9,0
6,4,0
6,4,0
3,8,0
3,1,0
6,4,0
6,4,0
6,4,0
6,4,0
3,9,0
7,8,1
2,8,7
6,4,0
3,8,0
6,4,0
6,4,0
6,4,0
4,0,9
4,7,9
4,0,9
3,9,0
3,9,0
3,2,0
6,4,0
3,9,0
2,1,0
5,4,0
7,8,1
2,8,1
5,4,0
7,9,1
4,0,9
2,0,9
6,4,0
2,8,9
5,4,0
4,0,9
5,8,0
4,0,9
4,0,9
6,4,0
4,0,9
6,4,0
3,9,1
4,0,9
6,4,0
3,8,4
4,6,9
3,9,1
6,8,0
7,8,1
4,0,9
4,0,9
6,4,0
5,4,0
4,0,9
4,0,9
4,7,9
8,2,9
4,0,9
6,8,0
7,8,1
4,2,9
3,9,1
6,4,0
6,4,0
6,4,0
5,9,0
4,0,9
4,1,9
4,2,9
4,2,9
4,0,9
7,9,4
3,2,0
4,0,9
4,0,9
4,0,9
6,4,0
7,9,1
4,0,9
4,2,9
5,9,6
6,4,0
7,9,1
7,9,4
6,4,0
6,4,0
4,0,9
6,4,0
7,9,1
5,9,0
6,4,0
6,8,0
3,1,0
6,7,0
6,4,0
7,9,4
6,4,0
5,8,0
6,4,0
3,2,0
6,4,0
4,0,9
5,9,0
6,8,0
3,9,0
6,4,0
3,1,0
5,9,9
6,4,0
6,4,0
4,6,9
6,4,0
4,7,9
4,0,9
7,0,9
6,4,0
2,8,0
7,9,1
5,3,0
6,4,0
7,9,1
4,0,9
6,4,0
6,4,0
4,0,9
5,9,0
4,0,9
5,8,0
7,0,1
4,0,9
6,4,0
2,0,9
5,9,1
5,0,1
6,4,0
4,6,9
6,4,0
7,9,1
2,0,7
4,2,9
6,9,0
5,8,0
4,0,9
6,1,0
2,8,9
1,8,7
6,8,0
3,2,0
7,9,1
6,2,0
7,9,1
6,4,0
6,7,0
6,4,0
6,4,0
6,4,0
3,8,0
3,8,0
7,9,1
5,4,0
3,8,7
6,4,0
4,0,9
4,0,9
3,9,0
5,4,7
6,4,0
6,4,0
5,2,0
6,4,0
6,4,0
4,6,9
6,4,0
6,4,0
4,2,9
5,9,3
4,6,9
7,9,1
3,2,0
6,4,0
1,8,9
7,9,1
4,0,9
4,0,9
4,0,9
7,8,1
6,4,0
6,4,0
6,4,0
