Accuracy on the validation data,0.7854

Number of Type I results,161
Number of Type II results,896
Number of Type III results,807
Number of Type IV results,5990

Ratio of Type IV results to correct results,0.7626687038451744

Details of Type IV results
Input index,rp,r1,r2
1,8,0,9
2,8,0,9
3,0,8,7
5,6,8,0
6,1,8,3
7,6,8,7
8,3,8,0
13,7,8,2
16,5,8,2
17,7,8,2
18,8,9,0
19,6,8,7
20,7,8,4
22,4,8,0
25,2,8,7
26,4,8,0
28,9,0,3
29,6,8,7
30,6,8,0
31,5,8,9
33,5,8,0
36,4,8,2
37,1,0,9
39,5,8,9
40,4,8,0
41,6,8,7
43,6,1,0
46,3,8,4
47,9,5,3
48,7,8,2
49,6,9,7
50,9,8,7
52,0,8,4
53,3,8,2
55,8,5,7
60,7,8,2
62,6,2,7
64,6,8,7
66,1,0,5
67,2,8,7
68,3,8,0
69,7,8,2
70,2,8,7
72,8,9,7
75,2,8,7
78,3,8,7
79,8,7,9
81,1,9,9
82,1,5,9
83,7,8,0
85,5,8,2
90,0,8,9
92,8,9,9
93,6,9,7
94,4,8,3
95,6,8,9
96,6,8,0
99,7,8,0
100,4,8,2
101,5,8,0
102,6,5,5
103,3,9,2
104,1,8,9
105,1,0,4
107,6,8,7
110,4,8,9
113,2,0,9
117,4,8,0
118,2,8,9
119,7,0,3
120,8,1,7
123,2,8,7
124,8,4,9
125,0,8,7
126,8,5,9
127,3,8,0
128,5,8,0
129,2,0,7
130,4,8,7
131,1,0,9
132,8,7,5
134,1,8,0
135,2,8,4
136,9,1,3
137,7,8,9
138,2,8,7
140,6,8,0
141,5,0,4
142,6,1,0
143,3,0,0
146,6,8,0
148,5,0,2
150,8,7,3
152,6,8,0
153,0,8,9
155,5,0,7
156,2,8,0
159,4,8,2
161,1,0,3
163,6,0,7
165,4,8,2
166,8,4,0
172,9,1,4
173,8,5,7
174,9,1,4
175,9,1,5
176,3,7,2
177,7,8,2
180,0,8,7
182,2,0,7
186,6,8,3
187,3,0,7
191,8,5,0
192,0,8,4
194,7,8,9
197,8,7,9
199,8,7,3
200,5,9,0
202,8,4,0
203,7,8,0
204,1,0,7
205,3,8,9
206,0,8,5
207,5,8,4
208,7,8,5
