Accuracy on the validation data,0.7794

Number of Type I results,31
Number of Type II results,862
Number of Type III results,334
Number of Type IV results,6567

Ratio of Type IV results to correct results,0.842571208622017

Details of Type IV results
Input index,rp,r1,r2
1,8,6,3
4,6,2,5
5,6,2,9
6,1,5,3
8,3,2,6
9,1,5,3
10,0,6,3
12,5,2,3
13,7,6,5
14,9,5,3
15,8,3,5
17,7,2,9
18,8,3,3
20,7,0,0
21,0,5,6
22,4,1,3
23,9,5,3
26,4,0,3
27,0,5,7
28,9,5,5
29,6,1,3
31,5,2,6
36,4,0,0
38,9,5,3
41,6,8,5
43,6,2,5
44,0,5,3
45,9,3,3
47,9,2,3
48,7,0,9
50,9,5,2
51,8,5,5
53,3,1,5
54,8,6,3
55,8,2,3
56,7,2,9
60,7,0,3
63,3,5,7
64,6,2,5
65,2,5,5
66,1,5,3
69,7,0,9
71,6,2,3
72,8,3,3
73,8,2,3
74,0,5,3
75,2,0,9
77,3,2,9
78,3,2,6
79,8,1,9
80,8,2,3
81,1,5,3
82,1,5,3
83,7,0,9
84,2,5,3
86,2,5,0
88,8,6,5
89,9,5,3
90,0,1,3
92,8,6,5
93,6,1,5
94,4,0,0
95,6,1,3
97,0,3,9
98,0,5,6
100,4,0,9
102,6,2,5
103,3,6,6
104,1,9,3
105,1,5,3
107,6,2,9
108,8,0,3
109,7,0,3
110,4,3,3
111,0,2,3
114,1,9,3
115,3,1,5
116,0,1,3
117,4,6,6
120,8,6,9
122,1,5,3
124,8,2,3
125,0,5,3
126,8,3,9
127,3,0,9
129,2,5,6
130,4,1,6
131,1,5,3
132,8,2,9
134,1,5,3
137,7,5,9
141,5,2,3
142,6,2,9
143,3,2,5
144,8,2,3
145,7,0,5
146,6,2,5
148,5,2,6
149,2,5,3
150,8,3,6
151,9,5,6
152,6,2,7
153,0,5,3
154,0,2,5
155,5,2,3
157,9,5,3
159,4,5,6
160,2,5,6
163,6,5,5
165,4,0,3
166,8,2,3
167,4,0,6
169,0,1,9
171,9,5,6
172,9,5,3
173,8,2,3
176,3,1,5
177,7,0,9
179,0,5,3
180,0,3,6
182,2,5,3
183,2,1,3
185,8,1,3
191,8,2,3
192,0,2,6
193,1,5,3
194,7,1,9
196,8,2,3
197,8,6,3
198,7,0,9
199,8,6,3
201,1,5,3
202,8,6,3
203,7,5,3
204,1,2,5
205,3,2,9
206,0,2,9
208,7,0,3
209,9,5,3
213,9,2,3
214,8,2,3
216,7,0,3
218,8,2,3
