NN1:,0.4366
NN1p:,0.4599
NN2:,0.6004
NN2p:,0.5486
Para:,0.9753

Number of evaluation data: ,10000
Total number of correct results:,9753
Number of results when both subnetworks are right:,1833
Number of results when only network1 is wrong:,3622
Number of results when only network2 is wrong:,2756
Number of results when both subnetworks are wrong but the combined network is right:,1542

Detailed results when both subnetworks are wrong:,
Parallel network,Network 1,Network 2
4,6,8
5,6,3
4,6,8
5,6,8
5,6,8
5,6,8
0,6,8
7,6,8
4,6,8
2,6,8
5,6,8
5,6,8
9,6,8
9,6,8
4,6,8
5,6,8
9,6,8
4,6,8
5,6,8
5,6,3
9,6,8
4,6,8
4,6,8
4,6,8
5,6,8
4,6,8
7,6,8
5,6,8
2,6,8
5,6,8
3,6,8
9,6,8
5,6,8
0,6,8
2,6,8
5,6,8
5,6,8
7,6,8
9,6,8
2,6,8
5,6,8
5,6,8
0,6,8
5,6,8
5,6,8
5,6,8
5,6,8
5,6,8
3,6,8
5,1,8
5,6,3
5,6,8
5,6,8
5,6,8
9,6,8
5,6,3
5,6,3
2,6,8
9,6,8
5,6,3
4,6,8
0,6,8
5,6,8
5,6,8
5,6,8
3,6,8
5,6,3
5,6,3
4,6,8
9,6,8
5,6,8
5,6,3
7,6,8
5,6,3
4,6,8
9,6,8
2,6,8
5,6,3
5,6,3
5,6,8
9,6,8
9,6,8
4,6,8
9,6,8
5,6,8
5,6,3
5,6,8
9,6,8
4,6,8
9,6,8
9,6,8
4,6,8
5,6,8
2,6,8
5,6,3
2,6,8
5,6,3
3,6,8
4,6,8
4,6,8
5,6,8
5,6,3
5,6,3
2,6,8
4,6,8
4,6,8
5,6,3
5,6,3
5,6,3
7,6,8
4,6,8
1,6,3
5,6,3
5,6,8
5,6,3
5,6,3
5,6,3
5,6,8
9,6,8
5,6,3
5,6,8
5,6,3
5,6,3
9,6,8
4,6,8
2,6,8
5,6,8
5,6,8
4,6,8
5,6,8
2,6,8
4,6,8
5,6,8
5,6,3
5,6,3
9,6,8
5,6,8
1,6,8
4,6,8
5,6,8
5,6,8
5,6,8
5,6,8
9,6,8
1,6,3
5,6,3
2,6,8
9,6,8
2,6,8
4,6,8
2,6,8
1,6,3
5,6,8
4,6,8
5,6,3
9,6,8
