Accuracy on the validation data,0.7743

Number of Type I results,34
Number of Type II results,462
Number of Type III results,358
Number of Type IV results,6889

Ratio of Type IV results to correct results,0.8897068319772697

Details of Type IV results
Input index,rp,r1,r2
3,0,2,9
4,6,2,3
5,6,2,0
6,1,3,5
7,6,2,8
8,3,6,8
9,1,3,6
10,0,5,9
11,9,3,8
12,5,2,8
13,7,6,8
14,9,3,6
15,8,2,9
16,5,2,8
18,8,3,1
19,6,2,8
20,7,3,3
21,0,7,6
22,4,5,3
23,9,3,1
24,5,6,0
25,2,6,0
26,4,6,0
27,0,7,8
28,9,3,1
29,6,2,4
30,6,2,8
31,5,2,0
32,4,1,3
33,5,2,8
34,9,6,0
36,4,5,8
38,9,3,0
39,5,2,8
41,6,2,4
43,6,2,4
44,0,7,8
45,9,7,0
46,3,5,0
48,7,1,3
50,9,3,0
51,8,3,0
53,3,2,8
54,8,3,1
55,8,3,9
56,7,3,0
59,6,2,8
60,7,2,3
62,6,2,8
64,6,2,8
66,1,2,8
67,2,3,9
68,3,2,0
69,7,6,5
70,2,1,1
71,6,2,4
72,8,3,1
73,8,3,1
74,0,2,5
75,2,3,8
77,3,2,8
78,3,8,8
79,8,3,4
80,8,3,6
81,1,2,8
82,1,2,3
83,7,5,8
84,2,3,8
86,2,3,5
88,8,3,9
89,9,3,8
90,0,3,1
92,8,3,4
93,6,2,0
94,4,5,3
95,6,2,8
96,6,2,8
97,0,3,9
98,0,7,8
99,7,2,0
100,4,5,3
101,5,6,4
102,6,2,4
103,3,2,4
105,1,2,6
106,3,0,4
107,6,2,4
109,7,2,2
110,4,3,0
111,0,7,8
114,1,7,8
117,4,7,8
120,8,3,4
122,1,2,8
123,2,3,8
124,8,2,9
126,8,3,9
127,3,2,4
129,2,3,4
130,4,5,0
131,1,2,0
132,8,3,9
133,9,3,0
134,1,7,6
136,9,0,0
137,7,3,0
140,6,2,8
141,5,6,8
142,6,2,4
143,3,6,0
144,8,5,6
145,7,2,4
146,6,2,4
148,5,6,4
149,2,8,5
150,8,2,1
151,9,7,8
152,6,2,4
153,0,3,8
154,0,7,9
155,5,2,0
156,2,6,8
